battery,feature,horizon,metric,block_length,bootstrap_n,estimate,ci_low,ci_high,n
CS2_35,HF4,32,degradation_spearman,30,1000,0.005355067616811891,-0.33644073845685996,0.3798534371547775,574
CS2_35,HF4,32,partial_pearson_controlling_SOH,30,1000,0.1777428494659875,-0.06819360198547136,0.37527394575319495,574
CS2_35,HF5,32,degradation_pearson,10,1000,-0.12496250482685312,-0.37920268799082596,0.2080989843503621,573
CS2_35,HF5,32,degradation_spearman,10,1000,0.05378952855565129,-0.19261313090707294,0.31839739940057543,573
CS2_35,HF5,32,partial_pearson_controlling_SOH,10,1000,-0.13094687762847473,-0.2781534218239505,0.004214625564230874,573
CS2_35,HF5,32,degradation_pearson,20,1000,-0.10971613978499806,-0.41512980152576806,0.2778370407384824,573
CS2_35,HF5,32,degradation_spearman,20,1000,0.05974929728550572,-0.25013967352303956,0.3801016947768526,573
CS2_35,HF5,32,partial_pearson_controlling_SOH,20,1000,-0.1331472280585942,-0.29307756575371613,0.020944689281228755,573
CS2_35,HF5,32,degradation_pearson,30,1000,-0.10453995324316105,-0.41777070455235293,0.31348831617328865,573
CS2_35,HF5,32,degradation_spearman,30,1000,0.07193214677409668,-0.2617641679630398,0.3953067991266248,573
CS2_35,HF5,32,partial_pearson_controlling_SOH,30,1000,-0.13658124246864553,-0.31203976082869805,0.02679951377179712,573
CS2_35,HF6,32,degradation_pearson,10,1000,-0.018686101805173348,-0.2063207327794811,0.1961351510660506,573
CS2_35,HF6,32,degradation_spearman,10,1000,0.04968684370939723,-0.1621239399941007,0.27355189309837225,573
CS2_35,HF6,32,partial_pearson_controlling_SOH,10,1000,-0.24348518405868108,-0.4202028691724005,-0.04999659324159266,573
CS2_35,HF6,32,degradation_pearson,20,1000,-0.014833663302819678,-0.26006675686505715,0.26315562242444174,573
CS2_35,HF6,32,degradation_spearman,20,1000,0.05822676232759342,-0.21715836054315904,0.33068255818509235,573
CS2_35,HF6,32,partial_pearson_controlling_SOH,20,1000,-0.2496416614337751,-0.4451161602511835,0.018776086073268576,573
CS2_35,HF6,32,degradation_pearson,30,1000,-0.014644934074759884,-0.28007699003350484,0.2910203193593178,573
CS2_35,HF6,32,degradation_spearman,30,1000,0.05882626076994632,-0.2370385185808143,0.36826417285855906,573
CS2_35,HF6,32,partial_pearson_controlling_SOH,30,1000,-0.23734854583505854,-0.44337004186467893,0.04553053051375623,573
CS2_35,HF7,32,degradation_pearson,10,1000,-0.5131140708365423,-0.6387857105476874,-0.36781887317595746,844
CS2_35,HF7,32,degradation_spearman,10,1000,-0.3891027237751166,-0.552624756251661,-0.20021825956898145,844
CS2_35,HF7,32,partial_pearson_controlling_SOH,10,1000,0.34891505149617075,0.20119440121321536,0.5384828161355806,844
CS2_35,HF7,32,degradation_pearson,20,1000,-0.5055222852268404,-0.6594689056651143,-0.3017098700214211,844
CS2_35,HF7,32,degradation_spearman,20,1000,-0.3809133419869735,-0.5929531879734088,-0.14502432569288345,844
CS2_35,HF7,32,partial_pearson_controlling_SOH,20,1000,0.3555962261929074,0.1882195337726371,0.5502167378167244,844
CS2_35,HF7,32,degradation_pearson,30,1000,-0.4983045140037474,-0.6618224028690757,-0.23548989999707706,844
CS2_35,HF7,32,degradation_spearman,30,1000,-0.3771352207041452,-0.5897188431307555,-0.07542958744899271,844
CS2_35,HF7,32,partial_pearson_controlling_SOH,30,1000,0.3482241139960851,0.1771359541772252,0.5523704456354998,844
CS2_35,HF8,32,degradation_pearson,10,1000,0.4680386363459511,0.30664207690522416,0.5884956451822282,824
CS2_35,HF8,32,degradation_spearman,10,1000,0.3694963235967186,0.17141884297415658,0.5154780357014206,824
CS2_35,HF8,32,partial_pearson_controlling_SOH,10,1000,0.19687240117999555,0.05544690183862239,0.34780683852045413,824
CS2_35,HF8,32,degradation_pearson,20,1000,0.462588987626522,0.2319061192746121,0.6147606775476157,824
CS2_35,HF8,32,degradation_spearman,20,1000,0.3672498265589021,0.11658942982372945,0.5620507584579099,824
CS2_35,HF8,32,partial_pearson_controlling_SOH,20,1000,0.19689179194156003,0.01732061704543247,0.37751291642812956,824
CS2_35,HF8,32,degradation_pearson,30,1000,0.4518704817780933,0.2026199006121964,0.6149045612037688,824
CS2_35,HF8,32,degradation_spearman,30,1000,0.3584445635218835,0.07832748479007147,0.5733418081221993,824
CS2_35,HF8,32,partial_pearson_controlling_SOH,30,1000,0.19263990001827047,0.01720721297106008,0.38770532851631984,824
CS2_35,HF1,48,degradation_pearson,10,1000,-0.6351389339354875,-0.7396065137030524,-0.4957100665373791,828
CS2_35,HF1,48,degradation_spearman,10,1000,-0.4611067367086124,-0.6051329585977385,-0.2755039136559433,828
CS2_35,HF1,48,partial_pearson_controlling_SOH,10,1000,0.37811068689385363,0.20048689370543207,0.5662409920714471,828
CS2_35,HF1,48,degradation_pearson,20,1000,-0.6307764616071159,-0.7596829776909446,-0.41321080714471725,828
CS2_35,HF1,48,degradation_spearman,20,1000,-0.46079876961516963,-0.6373247140349705,-0.19871030501076065,828
CS2_35,HF1,48,partial_pearson_controlling_SOH,20,1000,0.37117455125968946,0.195861342147297,0.5758235528698327,828
CS2_35,HF1,48,degradation_pearson,30,1000,-0.6252976778857811,-0.7571178679762643,-0.3644291598406877,828
CS2_35,HF1,48,degradation_spearman,30,1000,-0.4519970134967129,-0.6577351782644094,-0.13718222792441384,828
CS2_35,HF1,48,partial_pearson_controlling_SOH,30,1000,0.37315617319864247,0.19333779318330907,0.5846225185492034,828
CS2_35,HF2,48,degradation_pearson,10,1000,0.5569424910715324,0.38968684512278146,0.6680802883923695,808
CS2_35,HF2,48,degradation_spearman,10,1000,0.42131943373259223,0.2276608796784271,0.5686012847459233,808
CS2_35,HF2,48,partial_pearson_controlling_SOH,10,1000,0.24924084689546155,0.1337617259807027,0.37617733834029077,808
CS2_35,HF2,48,degradation_pearson,20,1000,0.5572239603276834,0.32528165843731527,0.6937199451221743,808
CS2_35,HF2,48,degradation_spearman,20,1000,0.4200762190497881,0.1457228863255647,0.6199785615795088,808
CS2_35,HF2,48,partial_pearson_controlling_SOH,20,1000,0.2444417841510178,0.12349406658138307,0.38375870260115463,808
CS2_35,HF2,48,degradation_pearson,30,1000,0.5514293824143948,0.2564902392138094,0.712080147185473,808
CS2_35,HF2,48,degradation_spearman,30,1000,0.4130552276850886,0.10361120783515974,0.6266999111065866,808
CS2_35,HF2,48,partial_pearson_controlling_SOH,30,1000,0.24028666011114375,0.1081418407760541,0.3755530261217866,808
CS2_35,HF3,48,degradation_pearson,10,1000,-0.22560204254009342,-0.6937257932559066,-0.12879303273094983,806
CS2_35,HF3,48,degradation_spearman,10,1000,-0.4225852549759591,-0.5778390618417033,-0.2286861920774205,806
CS2_35,HF3,48,partial_pearson_controlling_SOH,10,1000,0.005877548755086164,-0.1523358138085759,0.04219182931704892,806
CS2_35,HF3,48,degradation_pearson,20,1000,-0.2268537120734961,-0.7154614619206636,-0.10638542865681577,806
CS2_35,HF3,48,degradation_spearman,20,1000,-0.4186369372430083,-0.6085366973602946,-0.1454676647368262,806
CS2_35,HF3,48,partial_pearson_controlling_SOH,20,1000,0.00867384091508695,-0.16549114580785365,0.04631165182586734,806
CS2_35,HF3,48,degradation_pearson,30,1000,-0.22562779287476467,-0.716788707962716,-0.08651609405993789,806
CS2_35,HF3,48,degradation_spearman,30,1000,-0.40191532872556546,-0.6344036624348771,-0.04952714991673661,806
CS2_35,HF3,48,partial_pearson_controlling_SOH,30,1000,0.0070470618274539485,-0.15488012664697753,0.04884267513491744,806
CS2_35,HF4,48,degradation_pearson,10,1000,-0.2811914579763141,-0.493842237011991,0.04789556948162129,575
CS2_35,HF4,48,degradation_spearman,10,1000,-0.04333882708065734,-0.2829845686468791,0.24163789764409452,575
CS2_35,HF4,48,partial_pearson_controlling_SOH,10,1000,0.2080052653728638,0.019571119918080006,0.35287259435891244,575
CS2_35,HF4,48,degradation_pearson,20,1000,-0.27306430981642554,-0.5452904324981384,0.18939458029366663,575
CS2_35,HF4,48,degradation_spearman,20,1000,-0.02688392885991913,-0.3338710431368028,0.3425419067065131,575
CS2_35,HF4,48,partial_pearson_controlling_SOH,20,1000,0.19863602879387332,-0.024486193459686455,0.3676666692601587,575
CS2_35,HF4,48,degradation_pearson,30,1000,-0.28121057066813127,-0.5871254693606888,0.2547480228370951,575
CS2_35,HF4,48,degradation_spearman,30,1000,-0.036177898442968384,-0.4009163611731594,0.42056906825687473,575
CS2_35,HF4,48,partial_pearson_controlling_SOH,30,1000,0.20797623470025814,-0.03251266881010874,0.38360107694944173,575
CS2_35,HF5,48,degradation_pearson,10,1000,-0.19378171469176397,-0.4211991218604602,0.13883323871381573,574
CS2_35,HF5,48,degradation_spearman,10,1000,0.028620870959837112,-0.21879732005077945,0.27869293286921415,574
CS2_35,HF5,48,partial_pearson_controlling_SOH,10,1000,-0.21447921420044377,-0.35253704430915295,-0.0754624147350908,574
CS2_35,HF5,48,degradation_pearson,20,1000,-0.17098002129946163,-0.44989317946655943,0.25936929093318883,574
CS2_35,HF5,48,degradation_spearman,20,1000,0.042791322734394684,-0.2959503926263005,0.3753415557568835,574
CS2_35,HF5,48,partial_pearson_controlling_SOH,20,1000,-0.21824389145600798,-0.37350672212896563,-0.04720676496984835,574
CS2_35,HF5,48,degradation_pearson,30,1000,-0.19678655856728977,-0.49833484929088007,0.32885146960272177,574
CS2_35,HF5,48,degradation_spearman,30,1000,0.025348183652382346,-0.333176099159928,0.4173284385051389,574
CS2_35,HF5,48,partial_pearson_controlling_SOH,30,1000,-0.21019072290160537,-0.37798191388164165,-0.03667580942162793,574
CS2_35,HF6,48,degradation_pearson,10,1000,-0.08266071231954017,-0.2596003246861978,0.13168612218931833,574
CS2_35,HF6,48,degradation_spearman,10,1000,0.007506632958946791,-0.19267857917324388,0.22050841255474707,574
CS2_35,HF6,48,partial_pearson_controlling_SOH,10,1000,-0.29393682805735866,-0.45458789305915376,-0.1030317246971754,574
CS2_35,HF6,48,degradation_pearson,20,1000,-0.07562685234444354,-0.3195545701534466,0.21895387646241832,574
CS2_35,HF6,48,degradation_spearman,20,1000,0.012630689921181673,-0.26737923200037383,0.3141091561119628,574
CS2_35,HF6,48,partial_pearson_controlling_SOH,20,1000,-0.284647407382452,-0.4748815206929544,-0.03176308356055975,574
CS2_35,HF6,48,degradation_pearson,30,1000,-0.08261554337718616,-0.32995045945266155,0.2651308301887637,574
CS2_35,HF6,48,degradation_spearman,30,1000,0.014835124312845505,-0.28544352340110557,0.36046761585527165,574
CS2_35,HF6,48,partial_pearson_controlling_SOH,30,1000,-0.27561018882091604,-0.4783913030778659,0.007844025146552023,574
CS2_35,HF7,48,degradation_pearson,10,1000,-0.6328504661057355,-0.7349072445184508,-0.48507071224631804,828
CS2_35,HF7,48,degradation_spearman,10,1000,-0.4596764416963279,-0.5969033288684694,-0.25714435650312467,828
CS2_35,HF7,48,partial_pearson_controlling_SOH,10,1000,0.36335181395782196,0.18398640326103413,0.5472580948497536,828
CS2_35,HF7,48,degradation_pearson,20,1000,-0.6311581753672852,-0.7543708772703953,-0.42300566299804376,828
CS2_35,HF7,48,degradation_spearman,20,1000,-0.45895137919559614,-0.6462945154604463,-0.21628955055202162,828
CS2_35,HF7,48,partial_pearson_controlling_SOH,20,1000,0.36010726979708807,0.1840146493134627,0.5797788286720776,828
CS2_35,HF7,48,degradation_pearson,30,1000,-0.6295469923270951,-0.7698623009630851,-0.37630767921682234,828
CS2_35,HF7,48,degradation_spearman,30,1000,-0.45101067446717363,-0.6518542556111423,-0.12619292953102576,828
CS2_35,HF7,48,partial_pearson_controlling_SOH,30,1000,0.35604555213042144,0.1724124156851671,0.5641615777119242,828
CS2_35,HF8,48,degradation_pearson,10,1000,0.5834411572453113,0.4380398477195319,0.6908429822630885,808
CS2_35,HF8,48,degradation_spearman,10,1000,0.4551659843928896,0.24075014496850147,0.5864620548585855,808
CS2_35,HF8,48,partial_pearson_controlling_SOH,10,1000,0.25005937943374745,0.12763982067318158,0.37200436291865513,808
CS2_35,HF8,48,degradation_pearson,20,1000,0.5736917400561534,0.36280231043381717,0.7068202545900383,808
CS2_35,HF8,48,degradation_spearman,20,1000,0.4327080531920684,0.2004671261267458,0.6322877909863893,808
CS2_35,HF8,48,partial_pearson_controlling_SOH,20,1000,0.2488920300265835,0.12149812982932638,0.38390893215025684,808
CS2_35,HF8,48,degradation_pearson,30,1000,0.5750015659038572,0.32120467470911185,0.7193877880818738,808
CS2_35,HF8,48,degradation_spearman,30,1000,0.43890475142603835,0.14594532706894472,0.65611390778435,808
CS2_35,HF8,48,partial_pearson_controlling_SOH,30,1000,0.2440215922995712,0.10925549295845936,0.3772778436104293,808
CS2_35,HF1,64,degradation_pearson,10,1000,-0.6961062213901046,-0.7806544208242568,-0.558896787690292,814
CS2_35,HF1,64,degradation_spearman,10,1000,-0.4965687778608032,-0.6533788956310549,-0.30530800007319686,814
CS2_35,HF1,64,partial_pearson_controlling_SOH,10,1000,0.31790831003437897,0.1636541071268101,0.5123024875718002,814
CS2_35,HF1,64,degradation_pearson,20,1000,-0.6926152931326319,-0.7936979412120977,-0.48943000505132783,814
CS2_35,HF1,64,degradation_spearman,20,1000,-0.496928456668675,-0.6800949705955258,-0.20323431296779002,814
CS2_35,HF1,64,partial_pearson_controlling_SOH,20,1000,0.3126870908454844,0.1665644151109894,0.5150900473901514,814
CS2_35,HF1,64,degradation_pearson,30,1000,-0.6880659852838352,-0.8005665635725202,-0.44680678779021926,814
CS2_35,HF1,64,degradation_spearman,30,1000,-0.4930925792585978,-0.7037200268098129,-0.15256141636125806,814
CS2_35,HF1,64,partial_pearson_controlling_SOH,30,1000,0.3184366969757018,0.1463257759266974,0.509277889844893,814
CS2_35,HF2,64,degradation_pearson,10,1000,0.6106863936550573,0.44258243493152855,0.7185994171180976,793
CS2_35,HF2,64,degradation_spearman,10,1000,0.4534538944457023,0.25605259496978405,0.6001774765136713,793
CS2_35,HF2,64,partial_pearson_controlling_SOH,10,1000,0.30332353855689476,0.16639182855222578,0.4230948157693767,793
CS2_35,HF2,64,degradation_pearson,20,1000,0.6060936090945863,0.3606315176562164,0.7383044813387778,793
CS2_35,HF2,64,degradation_spearman,20,1000,0.4365549284442615,0.17949681479274687,0.6401385696350711,793
CS2_35,HF2,64,partial_pearson_controlling_SOH,20,1000,0.30504247112014604,0.14784593346082275,0.44006336858751943,793
CS2_35,HF2,64,degradation_pearson,30,1000,0.597663789906221,0.29792770167026,0.7525908829126949,793
CS2_35,HF2,64,degradation_spearman,30,1000,0.4342486448614068,0.10617236624102497,0.6504510858087507,793
CS2_35,HF2,64,partial_pearson_controlling_SOH,30,1000,0.3075483050657464,0.1272988855426449,0.44541951160921983,793
CS2_35,HF3,64,degradation_pearson,10,1000,-0.211729266650136,-0.7142229854555858,-0.11573215573954854,792
CS2_35,HF3,64,degradation_spearman,10,1000,-0.45606985367812936,-0.6162995347242575,-0.2706899747466024,792
CS2_35,HF3,64,partial_pearson_controlling_SOH,10,1000,0.0007815273934838761,-0.12713812258588986,0.025409265321297538,792
CS2_35,HF3,64,degradation_pearson,20,1000,-0.22136284548558122,-0.7181226140448628,-0.09786279548945681,792
CS2_35,HF3,64,degradation_spearman,20,1000,-0.4521421897582068,-0.6607970507155936,-0.16960535543607766,792
CS2_35,HF3,64,partial_pearson_controlling_SOH,20,1000,-0.0002167822229356305,-0.13777611691233832,0.032465233294049205,792
CS2_35,HF3,64,degradation_pearson,30,1000,-0.21575599514301783,-0.7446687220555036,-0.08689573261224877,792
CS2_35,HF3,64,degradation_spearman,30,1000,-0.45225871162064923,-0.6655108601895047,-0.11654552088909331,792
CS2_35,HF3,64,partial_pearson_controlling_SOH,30,1000,-0.00043327833595173154,-0.16416608702115756,0.03313327386927601,792
CS2_35,HF4,64,degradation_pearson,10,1000,-0.3264791326560488,-0.5311785510051102,-0.004330671485648682,575
CS2_35,HF4,64,degradation_spearman,10,1000,-0.07011335140304034,-0.32821430705314564,0.22224028476847052,575
CS2_35,HF4,64,partial_pearson_controlling_SOH,10,1000,0.21124211571914692,-0.024331179895956536,0.3618769712618908,575
CS2_35,HF4,64,degradation_pearson,20,1000,-0.3195124271469794,-0.5802680841678163,0.13307767254714262,575
CS2_35,HF4,64,degradation_spearman,20,1000,-0.05611402042328882,-0.4044966825209732,0.30902482844425144,575
CS2_35,HF4,64,partial_pearson_controlling_SOH,20,1000,0.2032531391428956,-0.04702411018708436,0.3826907475485121,575
CS2_35,HF4,64,degradation_pearson,30,1000,-0.3136451419800888,-0.6021389894349346,0.26000317523676963,575
CS2_35,HF4,64,degradation_spearman,30,1000,-0.05798426202509109,-0.43208421468905,0.4024798894555286,575
CS2_35,HF4,64,partial_pearson_controlling_SOH,30,1000,0.1913184295304836,-0.09446729412674551,0.39752469496739934,575
CS2_35,HF5,64,degradation_pearson,10,1000,-0.20274253606641573,-0.4444202966033367,0.1483700287262524,574
CS2_35,HF5,64,degradation_spearman,10,1000,0.028872437798056066,-0.24134146493417985,0.31157940490959424,574
CS2_35,HF5,64,partial_pearson_controlling_SOH,10,1000,-0.25341994232950593,-0.39023529257099115,-0.09689685235195178,574
CS2_35,HF5,64,degradation_pearson,20,1000,-0.22197789991481132,-0.5214363006433864,0.28571088915794535,574
CS2_35,HF5,64,degradation_spearman,20,1000,0.021128934433840233,-0.32806532946115835,0.40521687505808485,574
CS2_35,HF5,64,partial_pearson_controlling_SOH,20,1000,-0.26000100459752196,-0.42317627023357085,-0.05824760506246413,574
CS2_35,HF5,64,degradation_pearson,30,1000,-0.2161270274731725,-0.5296255789431334,0.3908540138428128,574
CS2_35,HF5,64,degradation_spearman,30,1000,0.029364739178232985,-0.36695904642480875,0.4577956016767687,574
CS2_35,HF5,64,partial_pearson_controlling_SOH,30,1000,-0.2504173295138788,-0.43517080532283525,-0.07161143047061216,574
CS2_35,HF6,64,degradation_pearson,10,1000,-0.09630536671583176,-0.28614061933348134,0.1364713313965316,574
CS2_35,HF6,64,degradation_spearman,10,1000,0.0011291430506190632,-0.23202960307226506,0.2485495418777861,574
CS2_35,HF6,64,partial_pearson_controlling_SOH,10,1000,-0.35521239070033267,-0.4978126647198032,-0.17356230121416752,574
CS2_35,HF6,64,degradation_pearson,20,1000,-0.10079755711537536,-0.34270760399149086,0.22576628392599407,574
CS2_35,HF6,64,degradation_spearman,20,1000,0.009006415898163252,-0.27917299173259696,0.32209640689465446,574
CS2_35,HF6,64,partial_pearson_controlling_SOH,20,1000,-0.3455114540000549,-0.5101747944684817,-0.09022611683638358,574
CS2_35,HF6,64,degradation_pearson,30,1000,-0.09226060514281975,-0.347800703840139,0.2675783390166244,574
CS2_35,HF6,64,degradation_spearman,30,1000,0.015627489086740057,-0.2990951329263102,0.344087261753921,574
CS2_35,HF6,64,partial_pearson_controlling_SOH,30,1000,-0.3421413263221269,-0.535129015045701,-0.056912600512203565,574
CS2_35,HF7,64,degradation_pearson,10,1000,-0.690647522911878,-0.7743868934469441,-0.5656429598693287,814
CS2_35,HF7,64,degradation_spearman,10,1000,-0.4972142436961936,-0.6377093641110108,-0.31283287677233856,814
CS2_35,HF7,64,partial_pearson_controlling_SOH,10,1000,0.3152167441367812,0.16295735808321657,0.4901249329035936,814
CS2_35,HF7,64,degradation_pearson,20,1000,-0.6888867897632804,-0.7951213698704999,-0.5145341476282793,814
CS2_35,HF7,64,degradation_spearman,20,1000,-0.49724558827460874,-0.6715973245590817,-0.2217805898291971,814
CS2_35,HF7,64,partial_pearson_controlling_SOH,20,1000,0.31609102456352256,0.1612008232250885,0.5005615487147607,814
CS2_35,HF7,64,degradation_pearson,30,1000,-0.6881575867464724,-0.7972034106630806,-0.4236285062549086,814
CS2_35,HF7,64,degradation_spearman,30,1000,-0.4927419969355885,-0.699553291757587,-0.16141744560661928,814
CS2_35,HF7,64,partial_pearson_controlling_SOH,30,1000,0.31765157823046875,0.1454335239753096,0.498084278631745,814
CS2_35,HF8,64,degradation_pearson,10,1000,0.6264601061000912,0.4773583058389743,0.7365685557098608,793
CS2_35,HF8,64,degradation_spearman,10,1000,0.4809709475363565,0.28655542087399644,0.6227150890454767,793
CS2_35,HF8,64,partial_pearson_controlling_SOH,10,1000,0.2920414563455169,0.1455813404777656,0.4164400276428619,793
CS2_35,HF8,64,degradation_pearson,20,1000,0.6229446745099583,0.41525665196971817,0.7536164955527921,793
CS2_35,HF8,64,degradation_spearman,20,1000,0.47213795869395414,0.19220590591857398,0.6425793255343187,793
CS2_35,HF8,64,partial_pearson_controlling_SOH,20,1000,0.287193731096941,0.11091564868075739,0.42234392755494504,793
CS2_35,HF8,64,degradation_pearson,30,1000,0.621993517643263,0.3480281880687603,0.7583187769757093,793
CS2_35,HF8,64,degradation_spearman,30,1000,0.4623269384947611,0.15714801624322225,0.6741219344344528,793
CS2_35,HF8,64,partial_pearson_controlling_SOH,30,1000,0.2906488647310206,0.11803077463900426,0.42733078627908255,793
CS2_36,HF1,1,degradation_pearson,10,1000,-0.007978890930894617,-0.030740299993854695,0.009166731952029746,968
CS2_36,HF1,1,degradation_spearman,10,1000,-0.08869411420548207,-0.1739553810974508,-0.015734804128676443,968
CS2_36,HF1,1,partial_pearson_controlling_SOH,10,1000,0.5331656367872529,0.34406172817781955,0.6691828856514309,968
CS2_36,HF1,1,degradation_pearson,20,1000,-0.007528044517993718,-0.02467105922171562,0.008877366855921172,968
CS2_36,HF1,1,degradation_spearman,20,1000,-0.08551891484093173,-0.16966133395026953,0.007100999018827604,968
CS2_36,HF1,1,partial_pearson_controlling_SOH,20,1000,0.5356596241344111,0.3919124195592866,0.6746694061367577,968
CS2_36,HF1,1,degradation_pearson,30,1000,-0.007784029106979614,-0.02542944659786753,0.004760023619443602,968
CS2_36,HF1,1,degradation_spearman,30,1000,-0.08492853947685959,-0.1639962975496004,0.014247040305592032,968
CS2_36,HF1,1,partial_pearson_controlling_SOH,30,1000,0.5346973272205351,0.4049944729498573,0.6732953766383324,968
CS2_36,HF2,1,degradation_pearson,10,1000,0.0008818289113954277,-0.02871048350952086,0.02840274879265249,944
CS2_36,HF2,1,degradation_spearman,10,1000,0.05006735424103055,-0.03538194753814768,0.13092392873316788,944
CS2_36,HF2,1,partial_pearson_controlling_SOH,10,1000,-0.07464967227391683,-0.17215048241647912,0.0010253422882960956,944
CS2_36,HF2,1,degradation_pearson,20,1000,0.00048345680858941445,-0.022524433075244207,0.024623053593451998,944
CS2_36,HF2,1,degradation_spearman,20,1000,0.04534815778482694,-0.0514967355181376,0.13723394396105423,944
CS2_36,HF2,1,partial_pearson_controlling_SOH,20,1000,-0.07548394811847009,-0.23449039960092424,-0.006764893064859832,944
CS2_36,HF2,1,degradation_pearson,30,1000,0.0002734924721264291,-0.02344361698411559,0.027444463180492994,944
CS2_36,HF2,1,degradation_spearman,30,1000,0.047802407378108,-0.06586284306902618,0.14295247308729883,944
CS2_36,HF2,1,partial_pearson_controlling_SOH,30,1000,-0.07496992447659478,-0.2747518176496248,0.002610080135014817,944
CS2_36,HF3,1,degradation_pearson,10,1000,0.15516187755918354,-0.0026009829627820454,0.4131193902662416,943
CS2_36,HF3,1,degradation_spearman,10,1000,-0.1160415748934764,-0.1899451990706139,-0.04748892903813696,943
CS2_36,HF3,1,partial_pearson_controlling_SOH,10,1000,-0.1261111887125312,-0.5286164540249286,0.0035950546011615063,943
CS2_36,HF3,1,degradation_pearson,20,1000,0.1501538625767976,0.01356561699092096,0.4288919509150718,943
CS2_36,HF3,1,degradation_spearman,20,1000,-0.11486020536911576,-0.19181076803100694,-0.025175760587810327,943
CS2_36,HF3,1,partial_pearson_controlling_SOH,20,1000,-0.12396467143004833,-0.5454511737682913,-0.01443366795266073,943
CS2_36,HF3,1,degradation_pearson,30,1000,0.15151623454100477,0.01164465001420618,0.41789718780404383,943
CS2_36,HF3,1,degradation_spearman,30,1000,-0.11496449213364712,-0.19398118903840095,-0.017746200141797612,943
CS2_36,HF3,1,partial_pearson_controlling_SOH,30,1000,-0.12366389484222734,-0.4907729346569265,-0.011116653511065097,943
CS2_36,HF4,1,degradation_pearson,10,1000,0.033624093090429595,-0.03635495184617541,0.06895713897174015,608
CS2_36,HF4,1,degradation_spearman,10,1000,0.043620442499583495,-0.05697776630220749,0.13752357985082547,608
CS2_36,HF4,1,partial_pearson_controlling_SOH,10,1000,-0.023805179182370233,-0.0627979782658943,0.011896895116603056,608
CS2_36,HF4,1,degradation_pearson,20,1000,0.03234148227020935,-0.054077320051224856,0.07074289123839969,608
CS2_36,HF4,1,degradation_spearman,20,1000,0.04228490179689828,-0.06569942296015509,0.14594408074538426,608
CS2_36,HF4,1,partial_pearson_controlling_SOH,20,1000,-0.022189398120162865,-0.06023797233364024,0.02860730170298301,608
CS2_36,HF4,1,degradation_pearson,30,1000,0.03238878492004878,-0.05382306381156212,0.07637374278225381,608
CS2_36,HF4,1,degradation_spearman,30,1000,0.04330105936367472,-0.05255510069363712,0.14766314029528982,608
CS2_36,HF4,1,partial_pearson_controlling_SOH,30,1000,-0.023308946216781392,-0.05911160163550732,0.017206350100680896,608
CS2_36,HF5,1,degradation_pearson,10,1000,0.026969612679253074,-0.04795648761356029,0.06154073152499985,608
CS2_36,HF5,1,degradation_spearman,10,1000,0.013182774152827948,-0.0771645340064411,0.12513894807211315,608
CS2_36,HF5,1,partial_pearson_controlling_SOH,10,1000,0.022297479285222965,-0.0555818834870366,0.09787816785803614,608
CS2_36,HF5,1,degradation_pearson,20,1000,0.026296138494075798,-0.04914766282085938,0.06507333355972778,608
CS2_36,HF5,1,degradation_spearman,20,1000,0.017986515186361865,-0.09041844365316663,0.12104104693239341,608
CS2_36,HF5,1,partial_pearson_controlling_SOH,20,1000,0.02419279809829387,-0.050967143734765886,0.09566932756221147,608
CS2_36,HF5,1,degradation_pearson,30,1000,0.026973122397744624,-0.0393703336369584,0.06791992106126062,608
CS2_36,HF5,1,degradation_spearman,30,1000,0.014060140480446928,-0.09195325404092963,0.12360633349834181,608
CS2_36,HF5,1,partial_pearson_controlling_SOH,30,1000,0.018787274938440214,-0.05183028940399213,0.09362836458632995,608
CS2_36,HF6,1,degradation_pearson,10,1000,0.013320504930865357,-0.030727574487540214,0.07458338277586593,608
CS2_36,HF6,1,degradation_spearman,10,1000,0.06560058136586377,-0.02244052760335561,0.15861361588289577,608
CS2_36,HF6,1,partial_pearson_controlling_SOH,10,1000,0.028669092834282962,-0.10056254537979842,0.10426749715200888,608
CS2_36,HF6,1,degradation_pearson,20,1000,0.012293775878688398,-0.03349430074654158,0.06814765273047865,608
CS2_36,HF6,1,degradation_spearman,20,1000,0.06895950903826646,-0.029895116691214512,0.16744661900782387,608
CS2_36,HF6,1,partial_pearson_controlling_SOH,20,1000,0.029348286226825636,-0.09489424127226675,0.10345662218933699,608
CS2_36,HF6,1,degradation_pearson,30,1000,0.007963325998617144,-0.03880266843411079,0.06367234570725262,608
CS2_36,HF6,1,degradation_spearman,30,1000,0.06498388796026236,-0.03990303257258117,0.1661771614565563,608
CS2_36,HF6,1,partial_pearson_controlling_SOH,30,1000,0.03268023487485612,-0.08636948192685873,0.10405249302663737,608
CS2_36,HF7,1,degradation_pearson,10,1000,-0.007980546284781434,-0.028027264020803164,0.010899976348007628,968
CS2_36,HF7,1,degradation_spearman,10,1000,-0.09025383458609285,-0.1581059547424875,-0.013740858851990258,968
CS2_36,HF7,1,partial_pearson_controlling_SOH,10,1000,0.5359283031533673,0.3419983649201306,0.6677924949577777,968
CS2_36,HF7,1,degradation_pearson,20,1000,-0.007887306773442723,-0.025173621293434267,0.0052619317369466,968
CS2_36,HF7,1,degradation_spearman,20,1000,-0.08766840622797184,-0.17133762319289558,0.0038780954038233418,968
