battery,feature,horizon,metric,block_length,bootstrap_n,estimate,ci_low,ci_high,n
CS2_35,HF1,4,degradation_spearman,20,1000,-0.09179559143072309,-0.21968418066157455,0.04334341255645838,872
CS2_35,HF1,4,partial_pearson_controlling_SOH,20,1000,0.4220717000888713,0.2561346438211,0.6219493815606766,872
CS2_35,HF1,4,degradation_pearson,30,1000,-0.06743830187300333,-0.1402398115328194,-0.008976939257842919,872
CS2_35,HF1,4,degradation_spearman,30,1000,-0.08211766376168624,-0.2279817567579286,0.0697602661822922,872
CS2_35,HF1,4,partial_pearson_controlling_SOH,30,1000,0.42917753113604834,0.2614598804574099,0.6264207495261966,872
CS2_35,HF2,4,degradation_pearson,10,1000,0.0744699829804504,-0.004189978472649253,0.15428033545780928,848
CS2_35,HF2,4,degradation_spearman,10,1000,0.052074963725864724,-0.07479609450915427,0.18043452973434143,848
CS2_35,HF2,4,partial_pearson_controlling_SOH,10,1000,0.09538405837178163,0.016413887885734862,0.18331665903917696,848
CS2_35,HF2,4,degradation_pearson,20,1000,0.07085590845997906,-0.008759368745788485,0.14407475761684707,848
CS2_35,HF2,4,degradation_spearman,20,1000,0.043991464609466936,-0.09573790647809106,0.1725682121462138,848
CS2_35,HF2,4,partial_pearson_controlling_SOH,20,1000,0.09962469475894917,0.01588681736394025,0.18954006550623934,848
CS2_35,HF2,4,degradation_pearson,30,1000,0.07091124788424433,-0.015980958176974452,0.15302606450909653,848
CS2_35,HF2,4,degradation_spearman,30,1000,0.037207838872338694,-0.1183550758774497,0.18581015449298174,848
CS2_35,HF2,4,partial_pearson_controlling_SOH,30,1000,0.09689679015339667,0.0061583223014068985,0.18199184774879956,848
CS2_35,HF3,4,degradation_pearson,10,1000,-0.0809376567806514,-0.22085615807467296,-0.02323147386534288,846
CS2_35,HF3,4,degradation_spearman,10,1000,-0.05241501828628945,-0.17881334286865397,0.08626306168533474,846
CS2_35,HF3,4,partial_pearson_controlling_SOH,10,1000,0.0231182187792005,-0.12001975838584958,0.12340455161595656,846
CS2_35,HF3,4,degradation_pearson,20,1000,-0.08303940271923296,-0.21757603431190992,-0.013366496380756954,846
CS2_35,HF3,4,degradation_spearman,20,1000,-0.050197238628130886,-0.2074310723933852,0.120600251952167,846
CS2_35,HF3,4,partial_pearson_controlling_SOH,20,1000,0.022493692650972008,-0.12092441795302418,0.1275811694279763,846
CS2_35,HF3,4,degradation_pearson,30,1000,-0.08155282141534413,-0.23342682153418612,-0.011503757997812777,846
CS2_35,HF3,4,degradation_spearman,30,1000,-0.04701268982224617,-0.23299881347458323,0.14582959088426237,846
CS2_35,HF3,4,partial_pearson_controlling_SOH,30,1000,0.02452141495495879,-0.09534935985019813,0.13469833207971105,846
CS2_35,HF4,4,degradation_pearson,10,1000,-0.0002331512553449492,-0.13245215637692143,0.10739220325274793,574
