battery,feature,horizon,metric,value,rmse_value,mae_without,mae_full,alpha,n_test
CS2_38,SOH,8,MAE_minus_full,-0.0006987810357358577,-0.0005241330757291204,0.015326259607741349,0.016025040643477206,0.1,1020
CS2_38,HF1,8,MAE_minus_full,-0.0007533979865966094,-0.00030881920803804003,0.015271642656880597,0.016025040643477206,10.0,1020
CS2_38,HF2,8,MAE_minus_full,0.0005972300655127556,0.0002934385330855688,0.016622270708989962,0.016025040643477206,100.0,1020
CS2_38,HF3,8,MAE_minus_full,0.000767157214880243,0.0020409115878723197,0.01679219785835745,0.016025040643477206,100.0,1020
CS2_38,HF4,8,MAE_minus_full,4.415359868591498e-05,2.630809689977559e-05,0.01606919424216312,0.016025040643477206,100.0,1020
CS2_38,HF5,8,MAE_minus_full,3.208998667559443e-06,-3.4904322070011817e-06,0.016028249642144766,0.016025040643477206,100.0,1020
CS2_38,HF6,8,MAE_minus_full,0.0004899005785388398,4.499618783621734e-05,0.016514941222016046,0.016025040643477206,100.0,1020
CS2_38,HF7,8,MAE_minus_full,-0.0007835698387287197,-0.0002938954755858439,0.015241470804748487,0.016025040643477206,10.0,1020
CS2_38,HF8,8,MAE_minus_full,0.00016243819572870147,7.118739514280076e-05,0.016187478839205908,0.016025040643477206,100.0,1020
CS2_35,SOH,12,MAE_minus_full,0.0003383600559964811,0.0020480986475209934,0.018209953008858797,0.017871592952862315,10.0,870
CS2_35,HF1,12,MAE_minus_full,3.9616371193217786e-05,0.00014439011253327555,0.017911209324055533,0.017871592952862315,1.0,870
CS2_35,HF2,12,MAE_minus_full,-0.00018065012565425878,7.286854786218988e-05,0.017690942827208057,0.017871592952862315,10.0,870
CS2_35,HF3,12,MAE_minus_full,0.0010175463430883575,0.00016386809367491262,0.018889139295950673,0.017871592952862315,100.0,870
CS2_35,HF4,12,MAE_minus_full,0.0002638672445898181,0.000320460479543587,0.018135460197452134,0.017871592952862315,10.0,870
CS2_35,HF5,12,MAE_minus_full,1.1922624986702296e-05,9.706207170446374e-05,0.017883515577849018,0.017871592952862315,10.0,870
CS2_35,HF6,12,MAE_minus_full,0.0005999386332995807,0.00012040829980861784,0.018471531586161896,0.017871592952862315,10.0,870
CS2_35,HF7,12,MAE_minus_full,7.209969374762093e-07,0.0003038132885053932,0.01787231394979979,0.017871592952862315,1.0,870
CS2_35,HF8,12,MAE_minus_full,-9.196771212811525e-05,1.9717077859041088e-05,0.0177796252407342,0.017871592952862315,10.0,870
