feature,horizon,metric,mean,median,std,count
HF5,12,spearman,0.06472996235534743,0.07121007015099429,0.12385470090287588,4
HF5,16,pearson,-0.06910367239816548,-0.05695740458425796,0.05500409033509318,4
HF5,16,spearman,0.02541869096225919,0.03325699282952668,0.12831305049770977,4
HF5,24,pearson,-0.07419833399317827,-0.0723544324251651,0.061034157691574324,4
HF5,24,spearman,-0.021269646350782035,0.004771749591420921,0.13459835484456456,4
HF5,32,pearson,-0.12476820260284247,-0.14490806138557322,0.06923947747121445,4
HF5,32,spearman,-0.07197723151087479,-0.04228831897589863,0.13379368609815495,4
HF5,48,pearson,-0.1600928525744666,-0.14827338690690336,0.0745163606407521,4
HF5,48,spearman,-0.16506976254726977,-0.13438217147251325,0.18958625915512786,4
HF5,64,pearson,-0.1729241261209112,-0.16008701098891404,0.09168759503832065,4
HF5,64,spearman,-0.15763601533960422,-0.09552418200384558,0.20938484974217436,4
HF6,1,pearson,-0.002694104868067322,0.012534328931601904,0.0460608090876735,4
HF6,1,spearman,0.07390628835190578,0.0715017139827377,0.03579707639049061,4
HF6,4,pearson,0.024046185370039674,0.03424673435164412,0.040592835587288344,4
HF6,4,spearman,0.1312608110860511,0.11926514597699298,0.057701279671185615,4
HF6,8,pearson,0.022569866125870825,0.03784191583785202,0.04059424265709678,4
HF6,8,spearman,0.10593335730679984,0.08332736406235566,0.08049028238998214,4
HF6,12,pearson,0.03590067030683962,0.034988731066468874,0.03962294672768655,4
HF6,12,spearman,0.11940848730866174,0.1348743659121835,0.08656950058941933,4
HF6,16,pearson,-0.010703076977115901,-0.006666241543373112,0.051358249995138085,4
HF6,16,spearman,0.08407696030084136,0.10106669743676323,0.08459613950047898,4
HF6,24,pearson,-0.008995496982413384,-0.0014385907240828631,0.05668483886352104,4
HF6,24,spearman,0.028709149742502146,0.06991440555434969,0.101612980972204,4
HF6,32,pearson,-0.04221804008498427,-0.05325613374298235,0.05354179641170939,4
HF6,32,spearman,-0.015506275020037784,0.03490612536357435,0.1095340961720945,4
HF6,48,pearson,-0.06576331583070731,-0.05231522857525007,0.05517603371766671,4
HF6,48,spearman,-0.10904028386579777,-0.055224616850415,0.1558793047441887,4
HF6,64,pearson,-0.07385893070828808,-0.05684805119558164,0.07774603139247813,4
HF6,64,spearman,-0.0874520419209735,-0.02280516120164911,0.18506210997732364,4
HF7,1,pearson,-0.012601523741144014,-0.011654435368448927,0.005662438284450051,4
HF7,1,spearman,-0.10115378030891414,-0.09888550877311836,0.01055570522406256,4
HF7,4,pearson,-0.04328813169741406,-0.03704235650916257,0.02145562769594176,4
HF7,4,spearman,-0.09632697706927806,-0.09628472479662684,0.010182501463199328,4
HF7,8,pearson,-0.09707354966138379,-0.08386312415012714,0.040715342980064614,4
HF7,8,spearman,-0.2060209355359872,-0.21839285065264896,0.0270055671633383,4
HF7,12,pearson,-0.14162003840753656,-0.12301419189985087,0.05841525817706889,4
HF7,12,spearman,-0.2497470325887342,-0.26059308086427757,0.03356427831719526,4
HF7,16,pearson,-0.18865281033176343,-0.1689284186067837,0.07085124168708942,4
