battery,state_definition,state,horizon,feature,feature_group,value,group_mean_abs_partial,n_effective,reliable,support_rule
CS2_35,degradation_dynamics,Slow,8,HF7,Group_CC,0.09086825848728793,0.09889326733622189,241,True,feature_common_within_state
CS2_35,degradation_dynamics,Slow,8,HF8,Group_CV,0.001628971073712267,0.012829854616582932,241,True,feature_common_within_state
CS2_35,degradation_dynamics,Medium,8,HF1,Group_CC,-0.21138368614509137,0.21341493502669714,169,True,feature_common_within_state
CS2_35,degradation_dynamics,Medium,8,HF2,Group_CV,0.12301299048915784,0.11587397621550355,169,True,feature_common_within_state
CS2_35,degradation_dynamics,Medium,8,HF3,Group_EnergyEfficiency,0.09085106299030811,0.09085106299030811,169,True,feature_common_within_state
CS2_35,degradation_dynamics,Medium,8,HF4,Group_DischargeIC,-0.05252426440826108,0.046953179270667285,169,True,feature_common_within_state
CS2_35,degradation_dynamics,Medium,8,HF5,Group_DischargeIC,-0.03289215283701519,0.046953179270667285,169,True,feature_common_within_state
CS2_35,degradation_dynamics,Medium,8,HF6,Group_DischargeIC,-0.0554431205667256,0.046953179270667285,169,True,feature_common_within_state
CS2_35,degradation_dynamics,Medium,8,HF7,Group_CC,-0.21544618390830292,0.21341493502669714,169,True,feature_common_within_state
CS2_35,degradation_dynamics,Medium,8,HF8,Group_CV,0.10873496194184927,0.11587397621550355,169,True,feature_common_within_state
CS2_35,degradation_dynamics,Fast,8,HF1,Group_CC,-0.15237089515480678,0.1522443940070141,68,True,feature_common_within_state
CS2_35,degradation_dynamics,Fast,8,HF2,Group_CV,0.2827461806873374,0.27904219875821484,68,True,feature_common_within_state
CS2_35,degradation_dynamics,Fast,8,HF3,Group_EnergyEfficiency,-0.1767200203216832,0.1767200203216832,68,True,feature_common_within_state
CS2_35,degradation_dynamics,Fast,8,HF4,Group_DischargeIC,-0.20381006339849425,0.1550405712748372,68,True,feature_common_within_state
CS2_35,degradation_dynamics,Fast,8,HF5,Group_DischargeIC,-0.034746229425018677,0.1550405712748372,68,True,feature_common_within_state
CS2_35,degradation_dynamics,Fast,8,HF6,Group_DischargeIC,-0.22656542100099866,0.1550405712748372,68,True,feature_common_within_state
CS2_35,degradation_dynamics,Fast,8,HF7,Group_CC,-0.1521178928592214,0.1522443940070141,68,True,feature_common_within_state
CS2_35,degradation_dynamics,Fast,8,HF8,Group_CV,0.27533821682909226,0.27904219875821484,68,True,feature_common_within_state
CS2_35,cycle_position,Early-life,8,HF1,Group_CC,-0.06095934154934767,0.06145165533412762,321,True,feature_common_within_state
CS2_35,cycle_position,Early-life,8,HF2,Group_CV,-0.014422140648361285,0.015718053251846966,321,True,feature_common_within_state
CS2_35,cycle_position,Early-life,8,HF3,Group_EnergyEfficiency,0.07134795871705751,0.07134795871705751,321,True,feature_common_within_state
CS2_35,cycle_position,Early-life,8,HF4,Group_DischargeIC,0.039099758756369764,0.048373627512925586,321,True,feature_common_within_state
CS2_35,cycle_position,Early-life,8,HF5,Group_DischargeIC,0.013283596396267921,0.048373627512925586,321,True,feature_common_within_state
CS2_35,cycle_position,Early-life,8,HF6,Group_DischargeIC,0.09273752738613908,0.048373627512925586,321,True,feature_common_within_state
CS2_35,cycle_position,Early-life,8,HF7,Group_CC,-0.06194396911890757,0.06145165533412762,321,True,feature_common_within_state
CS2_35,cycle_position,Early-life,8,HF8,Group_CV,-0.017013965855332647,0.015718053251846966,321,True,feature_common_within_state
CS2_35,cycle_position,Mid-life,8,HF1,Group_CC,-0.048924268088550604,0.05080715864092977,250,True,feature_common_within_state
CS2_35,cycle_position,Mid-life,8,HF2,Group_CV,0.2004904346173738,0.21175484301712688,250,True,feature_common_within_state
CS2_35,cycle_position,Mid-life,8,HF3,Group_EnergyEfficiency,0.013179240152691903,0.013179240152691903,250,True,feature_common_within_state
CS2_35,cycle_position,Mid-life,8,HF4,Group_DischargeIC,-0.17805929369992607,0.15391394481103346,250,True,feature_common_within_state
CS2_35,cycle_position,Mid-life,8,HF5,Group_DischargeIC,-0.1019721419947019,0.15391394481103346,250,True,feature_common_within_state
CS2_35,cycle_position,Mid-life,8,HF6,Group_DischargeIC,-0.18171039873847236,0.15391394481103346,250,True,feature_common_within_state
CS2_35,cycle_position,Mid-life,8,HF7,Group_CC,-0.05269004919330895,0.05080715864092977,250,True,feature_common_within_state
CS2_35,cycle_position,Mid-life,8,HF8,Group_CV,0.22301925141687995,0.21175484301712688,250,True,feature_common_within_state
CS2_35,cycle_position,Late-life,8,HF1,Group_CC,,,1,False,feature_common_within_state
CS2_35,cycle_position,Late-life,8,HF2,Group_CV,,,1,False,feature_common_within_state
CS2_35,cycle_position,Late-life,8,HF3,Group_EnergyEfficiency,,,1,False,feature_common_within_state
CS2_35,cycle_position,Late-life,8,HF4,Group_DischargeIC,,,1,False,feature_common_within_state
CS2_35,cycle_position,Late-life,8,HF5,Group_DischargeIC,,,1,False,feature_common_within_state
CS2_35,cycle_position,Late-life,8,HF6,Group_DischargeIC,,,1,False,feature_common_within_state
CS2_35,cycle_position,Late-life,8,HF7,Group_CC,,,1,False,feature_common_within_state
CS2_35,cycle_position,Late-life,8,HF8,Group_CV,,,1,False,feature_common_within_state
CS2_35,soh_level,Early,12,HF1,Group_CC,-0.022805460972070958,0.02463013808858893,522,True,feature_common_within_state
CS2_35,soh_level,Early,12,HF2,Group_CV,0.04056504812151619,0.02406055543497861,522,True,feature_common_within_state
CS2_35,soh_level,Early,12,HF3,Group_EnergyEfficiency,0.018696669876895153,0.018696669876895153,522,True,feature_common_within_state
CS2_35,soh_level,Early,12,HF4,Group_DischargeIC,-0.0463761120535434,0.13308472987405986,522,True,feature_common_within_state
CS2_35,soh_level,Early,12,HF5,Group_DischargeIC,-0.26184305716067724,0.13308472987405986,522,True,feature_common_within_state
CS2_35,soh_level,Early,12,HF6,Group_DischargeIC,-0.09103502040795894,0.13308472987405986,522,True,feature_common_within_state
CS2_35,soh_level,Early,12,HF7,Group_CC,-0.026454815205106907,0.02463013808858893,522,True,feature_common_within_state
CS2_35,soh_level,Early,12,HF8,Group_CV,0.007556062748441024,0.02406055543497861,522,True,feature_common_within_state
CS2_35,soh_level,Middle,12,HF1,Group_CC,-0.25775187902640423,0.259645626828766,50,True,feature_common_within_state
CS2_35,soh_level,Middle,12,HF2,Group_CV,0.4207964982390111,0.4158621391776796,50,True,feature_common_within_state
CS2_35,soh_level,Middle,12,HF3,Group_EnergyEfficiency,-0.06270267046050879,0.06270267046050879,50,True,feature_common_within_state
CS2_35,soh_level,Middle,12,HF4,Group_DischargeIC,-0.45218481177331,0.38867087224181796,50,True,feature_common_within_state
CS2_35,soh_level,Middle,12,HF5,Group_DischargeIC,-0.22861334981514586,0.38867087224181796,50,True,feature_common_within_state
