battery,state_definition,state,horizon,feature_group,mae_full,mae_without,lofo_value,n_state_samples,reliable,rank
CS2_35,degradation_dynamics,Fast,12,Group_DischargeIC,0.015794186145329275,0.015801402397473407,7.216252144132823e-06,221,True,4.0
CS2_36,degradation_dynamics,Slow,12,Group_CC,0.0140931704477054,0.01474365828696131,0.0006504878392559112,244,True,1.0
CS2_36,degradation_dynamics,Slow,12,Group_CV,0.0140931704477054,0.014292544747326883,0.0001993742996214843,244,True,3.0
CS2_36,degradation_dynamics,Slow,12,Group_EnergyEfficiency,0.0140931704477054,0.014317279841979924,0.0002241093942745246,244,True,2.0
CS2_36,degradation_dynamics,Slow,12,Group_DischargeIC,0.0140931704477054,0.013494108619599203,-0.0005990618281061962,244,True,4.0
CS2_36,degradation_dynamics,Medium,12,Group_CC,0.021497688119043474,0.0219578245044593,0.0004601363854158276,224,True,2.0
CS2_36,degradation_dynamics,Medium,12,Group_CV,0.021497688119043474,0.021659221441193702,0.00016153332215022853,224,True,3.0
CS2_36,degradation_dynamics,Medium,12,Group_EnergyEfficiency,0.021497688119043474,0.021643573562062462,0.00014588544301898793,224,True,4.0
CS2_36,degradation_dynamics,Medium,12,Group_DischargeIC,0.021497688119043474,0.022160026351318782,0.0006623382322753085,224,True,1.0
CS2_36,degradation_dynamics,Fast,12,Group_CC,0.023367350648070155,0.023880281097721754,0.0005129304496515989,355,True,1.0
CS2_36,degradation_dynamics,Fast,12,Group_CV,0.023367350648070155,0.023607523350936247,0.00024017270286609202,355,True,4.0
CS2_36,degradation_dynamics,Fast,12,Group_EnergyEfficiency,0.023367350648070155,0.023719442795430076,0.00035209214735992117,355,True,2.0
CS2_36,degradation_dynamics,Fast,12,Group_DischargeIC,0.023367350648070155,0.02366018775099332,0.0002928371029231637,355,True,3.0
CS2_37,degradation_dynamics,Slow,12,Group_CC,0.015635695880214736,0.015918403154227104,0.00028270727401236845,231,True,1.0
CS2_37,degradation_dynamics,Slow,12,Group_CV,0.015635695880214736,0.015397209228036102,-0.00023848665217863357,231,True,3.0
CS2_37,degradation_dynamics,Slow,12,Group_EnergyEfficiency,0.015635695880214736,0.015868106237350407,0.0002324103571356706,231,True,2.0
CS2_37,degradation_dynamics,Slow,12,Group_DischargeIC,0.015635695880214736,0.01349865909307954,-0.0021370367871351957,231,True,4.0
CS2_37,degradation_dynamics,Medium,12,Group_CC,0.013546812240538976,0.01363516033213316,8.834809159418387e-05,278,True,2.0
CS2_37,degradation_dynamics,Medium,12,Group_CV,0.013546812240538976,0.01351635081983322,-3.046142070575568e-05,278,True,3.0
CS2_37,degradation_dynamics,Medium,12,Group_EnergyEfficiency,0.013546812240538976,0.013489878338822182,-5.693390171679358e-05,278,True,4.0
