battery,state_definition,state,horizon,feature_group,mae_full,mae_without,lofo_value,n_state_samples,reliable
CS2_36,degradation_dynamics,Slow,4,Group_DischargeIC,0.01765658289055399,0.017546348165691318,-0.00011023472486267061,244,True
CS2_36,degradation_dynamics,Medium,4,Group_CC,0.01416010881780165,0.014453252523520197,0.000293143705718547,233,True
CS2_36,degradation_dynamics,Medium,4,Group_CV,0.01416010881780165,0.014130931618831635,-2.9177198970015833e-05,233,True
CS2_36,degradation_dynamics,Medium,4,Group_EnergyEfficiency,0.01416010881780165,0.014235948763480517,7.583994567886623e-05,233,True
CS2_36,degradation_dynamics,Medium,4,Group_DischargeIC,0.01416010881780165,0.014171851066174718,1.1742248373067254e-05,233,True
CS2_36,degradation_dynamics,Fast,4,Group_CC,0.019413690654894775,0.02030263506949441,0.000888944414599635,354,True
CS2_36,degradation_dynamics,Fast,4,Group_CV,0.019413690654894775,0.01945940969681013,4.571904191535622e-05,354,True
CS2_36,degradation_dynamics,Fast,4,Group_EnergyEfficiency,0.019413690654894775,0.01999045606751779,0.0005767654126230155,354,True
CS2_36,degradation_dynamics,Fast,4,Group_DischargeIC,0.019413690654894775,0.0193430128528517,-7.067780204307594e-05,354,True
CS2_36,cycle_position,Early-life,4,Group_CC,0.020698296706399475,0.021615070355469237,0.0009167736490697624,301,True
CS2_36,cycle_position,Early-life,4,Group_CV,0.020698296706399475,0.02070107905314162,2.7823467421451975e-06,301,True
CS2_36,cycle_position,Early-life,4,Group_EnergyEfficiency,0.020698296706399475,0.021349010394667096,0.0006507136882676207,301,True
CS2_36,cycle_position,Early-life,4,Group_DischargeIC,0.020698296706399475,0.020636711061242232,-6.158564515724302e-05,301,True
