battery,feature,horizon,metric,block_length,bootstrap_n_c,circular_estimate,circular_low,circular_high,circular_n,bootstrap_n_n,noncircular_estimate,noncircular_low,noncircular_high,n_effective,contiguous_segments,max_segment_length,bootstrap_type,ci_width_circular,ci_width_noncircular
CS2_35,HF3,48,degradation_spearman,10,1000,-0.4225852549759591,-0.5778390618417033,-0.2286861920774205,806,1000,-0.3703673594482791,-0.5531798702961299,-0.16403034293974317,806,31,98,non_circular_segmented,0.34915286976428284,0.38914952735638675
CS2_35,HF3,48,partial_pearson_controlling_SOH,10,1000,0.0058775487550861,-0.1523358138085759,0.0421918293170489,806,1000,-0.07498212915633796,-0.1965372114937184,0.03649368605374879,806,31,98,non_circular_segmented,0.1945276431256248,0.23303089754746717
CS2_35,HF3,48,degradation_pearson,20,1000,-0.2268537120734961,-0.7154614619206636,-0.1063854286568157,806,1000,-0.6598224623102502,-0.8086462265324923,-0.17504388101950344,806,31,98,non_circular_segmented,0.609076033263848,0.6336023455129889
CS2_35,HF3,48,degradation_spearman,20,1000,-0.4186369372430083,-0.6085366973602946,-0.1454676647368262,806,1000,-0.3407854842410504,-0.5975865426028292,-0.0213018271576636,806,31,98,non_circular_segmented,0.4630690326234684,0.5762847154451656
CS2_35,HF3,48,partial_pearson_controlling_SOH,20,1000,0.0086738409150869,-0.1654911458078536,0.0463116518258673,806,1000,-0.050743332488299445,-0.18751074457933853,0.07025509305276752,806,31,98,non_circular_segmented,0.2118027976337209,0.25776583763210603
CS2_35,HF3,48,degradation_pearson,30,1000,-0.2256277928747646,-0.716788707962716,-0.0865160940599378,806,1000,-0.7150015660895755,-0.8470845566073611,-0.1502390765111787,806,31,98,non_circular_segmented,0.6302726139027782,0.6968454800961824
CS2_35,HF3,48,degradation_spearman,30,1000,-0.4019153287255654,-0.6344036624348771,-0.0495271499167366,806,1000,-0.2816820011090569,-0.6025469231742124,0.159145726758203,806,31,98,non_circular_segmented,0.5848765125181405,0.7616926499324155
CS2_35,HF3,48,partial_pearson_controlling_SOH,30,1000,0.0070470618274539,-0.1548801266469775,0.0488426751349174,806,1000,-0.014376477644482596,-0.1530097472053109,0.08975237508682218,806,31,98,non_circular_segmented,0.2037228017818949,0.2427621222921331
CS2_35,HF4,48,degradation_pearson,10,1000,-0.2811914579763141,-0.493842237011991,0.0478955694816212,575,1000,-0.24761507579869158,-0.5273748658812037,0.22131677290288412,575,41,98,non_circular_segmented,0.5417378064936121,0.7486916387840878
CS2_35,HF4,48,degradation_spearman,10,1000,-0.0433388270806573,-0.2829845686468791,0.2416378976440945,575,1000,0.20176603881214056,-0.09020192908925044,0.47523922195241397,575,41,98,non_circular_segmented,0.5246224662909735,0.5654411510416644
CS2_35,HF4,48,partial_pearson_controlling_SOH,10,1000,0.2080052653728638,0.01957111991808,0.3528725943589124,575,1000,0.17487842887313193,-0.010039093186331583,0.3301240624574168,575,41,98,non_circular_segmented,0.33330147444083236,0.3401631556437484
CS2_35,HF4,48,degradation_pearson,20,1000,-0.2730643098164255,-0.5452904324981384,0.1893945802936666,575,1000,0.0066573512315405295,-0.4590235388826504,0.5813105882466287,575,41,98,non_circular_segmented,0.734685012791805,1.0403341271292792
CS2_35,HF4,48,degradation_spearman,20,1000,-0.0268839288599191,-0.3338710431368028,0.3425419067065131,575,1000,0.44278343750927396,0.11798043312823556,0.6951736894417159,575,41,98,non_circular_segmented,0.6764129498433159,0.5771932563134803
CS2_35,HF4,48,partial_pearson_controlling_SOH,20,1000,0.1986360287938733,-0.0244861934596864,0.3676666692601587,575,1000,0.11853766029321007,-0.07800824660715378,0.3311538391077777,575,41,98,non_circular_segmented,0.39215286271984506,0.40916208571493146
CS2_35,HF4,48,degradation_pearson,30,1000,-0.2812105706681312,-0.5871254693606888,0.2547480228370951,575,1000,0.48966489407983615,0.2749211691563549,0.6268962736750314,575,41,98,non_circular_segmented,0.8418734921977838,0.35197510451867653
CS2_35,HF4,48,degradation_spearman,30,1000,-0.0361778984429683,-0.4009163611731594,0.4205690682568747,575,1000,0.6372400019620201,0.4505861410142422,0.7630736233399845,575,41,98,non_circular_segmented,0.821485429430034,0.3124874823257423
CS2_35,HF4,48,partial_pearson_controlling_SOH,30,1000,0.2079762347002581,-0.0325126688101087,0.3836010769494417,575,1000,0.026650304820313726,-0.10711147512875728,0.12737659133163182,575,41,98,non_circular_segmented,0.4161137457595504,0.2344880664603891
CS2_35,HF5,48,degradation_pearson,10,1000,-0.1937817146917639,-0.4211991218604602,0.1388332387138157,574,1000,-0.16285808687986242,-0.4481129788178183,0.3248772230681786,574,42,98,non_circular_segmented,0.5600323605742759,0.7729902018859969
