battery,feature,horizon,metric,value,rmse,alpha,history_length,n_test
CS2_35,C_complete_case_HF456,8,MAE,0.011525671928863867,0.02085838875159559,100.0,1,572
CS2_36,C_complete_case_HF456,8,MAE,0.014080742040608189,0.05190974719156499,0.01,1,607
CS2_36,C_complete_case_HF456,8,MAE,0.01403845420991218,0.05190183264727704,0.1,1,607
CS2_36,C_complete_case_HF456,8,MAE,0.013817446828279121,0.051847514494871356,1.0,1,607
CS2_36,C_complete_case_HF456,8,MAE,0.013471105232452355,0.051753466575794604,10.0,1,607
CS2_36,C_complete_case_HF456,8,MAE,0.013727230853591565,0.05183263292314982,100.0,1,607
CS2_37,C_complete_case_HF456,8,MAE,0.012107497530827788,0.040688882189634075,0.01,1,640
CS2_37,C_complete_case_HF456,8,MAE,0.0120315495381756,0.040682920568518945,0.1,1,640
CS2_37,C_complete_case_HF456,8,MAE,0.011992577037412213,0.0406772480955359,1.0,1,640
CS2_37,C_complete_case_HF456,8,MAE,0.012076989651804558,0.04066232707519552,10.0,1,640
CS2_37,C_complete_case_HF456,8,MAE,0.012490501192861467,0.04077297632449992,100.0,1,640
CS2_38,C_complete_case_HF456,8,MAE,0.0104184015609367,0.023088594434718637,0.01,1,549
CS2_38,C_complete_case_HF456,8,MAE,0.010448720737285571,0.023067334848153636,0.1,1,549
CS2_38,C_complete_case_HF456,8,MAE,0.010461850567024186,0.023049946819802596,1.0,1,549
CS2_38,C_complete_case_HF456,8,MAE,0.010567602427567175,0.023110908403786264,10.0,1,549
CS2_38,C_complete_case_HF456,8,MAE,0.011563627914465885,0.02376170393652009,100.0,1,549
CS2_35,A_drop_HF456,12,MAE,0.018661377727675378,0.03656667732669044,0.01,1,870
CS2_35,A_drop_HF456,12,MAE,0.018610765444090436,0.0366449535637879,0.1,1,870
CS2_35,A_drop_HF456,12,MAE,0.01857854593748913,0.03667099721107653,1.0,1,870
CS2_35,A_drop_HF456,12,MAE,0.018575169916462606,0.03641216645897373,10.0,1,870
CS2_35,A_drop_HF456,12,MAE,0.019069839321512523,0.03555443414269647,100.0,1,870
CS2_36,A_drop_HF456,12,MAE,0.019659045781038994,0.05361007715810529,0.01,1,961
CS2_36,A_drop_HF456,12,MAE,0.019728722997716896,0.053667392596276856,0.1,1,961
CS2_36,A_drop_HF456,12,MAE,0.019787882540931424,0.0537124670111598,1.0,1,961
CS2_36,A_drop_HF456,12,MAE,0.019790610980201254,0.05375245317331304,10.0,1,961
CS2_36,A_drop_HF456,12,MAE,0.019952124457628447,0.054008555804061734,100.0,1,961
CS2_37,A_drop_HF456,12,MAE,0.01791526640623129,0.04164453825172726,0.01,1,1026
CS2_37,A_drop_HF456,12,MAE,0.017836222025893095,0.041646366958315,0.1,1,1026
CS2_37,A_drop_HF456,12,MAE,0.01779837018129963,0.04166485274791399,1.0,1,1026
CS2_37,A_drop_HF456,12,MAE,0.017764713464102345,0.041672842765511836,10.0,1,1026
CS2_37,A_drop_HF456,12,MAE,0.017965122176356853,0.04213463119868545,100.0,1,1026
CS2_38,A_drop_HF456,12,MAE,0.018596185628841345,0.046733704282023024,0.01,1,1016
CS2_38,A_drop_HF456,12,MAE,0.018000351791011053,0.04644226833849601,0.1,1,1016
CS2_38,A_drop_HF456,12,MAE,0.017796105356922585,0.04633056365119003,1.0,1,1016
CS2_38,A_drop_HF456,12,MAE,0.017980347447097023,0.04640329993727823,10.0,1,1016
CS2_38,A_drop_HF456,12,MAE,0.019138952917844402,0.046954080895435214,100.0,1,1016
CS2_35,B_HF456_median,12,MAE,0.017973784780649992,0.03612222825503454,0.01,1,870
CS2_35,B_HF456_median,12,MAE,0.01791854991980487,0.03626933291808735,0.1,1,870
CS2_35,B_HF456_median,12,MAE,0.017892111663995708,0.03632762546810585,1.0,1,870
CS2_35,B_HF456_median,12,MAE,0.017871592952862468,0.036073019462826206,10.0,1,870
CS2_35,B_HF456_median,12,MAE,0.01828372080180474,0.035197630089756696,100.0,1,870
CS2_36,B_HF456_median,12,MAE,0.018623106759828756,0.053097027200470166,0.01,1,961
CS2_36,B_HF456_median,12,MAE,0.01868814463377423,0.053202337702395346,0.1,1,961
CS2_36,B_HF456_median,12,MAE,0.018745685670463457,0.05327566350313762,1.0,1,961
CS2_36,B_HF456_median,12,MAE,0.01871625010623747,0.05330403019833577,10.0,1,961
CS2_36,B_HF456_median,12,MAE,0.018924161874673946,0.05354555473211362,100.0,1,961
CS2_37,B_HF456_median,12,MAE,0.017412652595909982,0.041482303344356056,0.01,1,1026
CS2_37,B_HF456_median,12,MAE,0.017404200504175394,0.04153521281665817,0.1,1,1026
CS2_37,B_HF456_median,12,MAE,0.01741684677276675,0.041584850157141334,1.0,1,1026
CS2_37,B_HF456_median,12,MAE,0.017390490972107642,0.041595082660119805,10.0,1,1026
CS2_37,B_HF456_median,12,MAE,0.01771201761724109,0.04206395934334373,100.0,1,1026
CS2_38,B_HF456_median,12,MAE,0.017639314681895012,0.04656663889139416,0.01,1,1016
CS2_38,B_HF456_median,12,MAE,0.01713274306376959,0.04619604788594029,0.1,1,1016
CS2_38,B_HF456_median,12,MAE,0.01705244864404936,0.04608361144215605,1.0,1,1016
CS2_38,B_HF456_median,12,MAE,0.017154855339415964,0.046150463530499515,10.0,1,1016
CS2_38,B_HF456_median,12,MAE,0.017950094550111345,0.046645303709021216,100.0,1,1016
CS2_35,B_HF456_median_indicators,12,MAE,0.01799415973879107,0.03607622178817496,0.01,1,870
CS2_35,B_HF456_median_indicators,12,MAE,0.01791512871568726,0.03626010658553965,0.1,1,870
CS2_35,B_HF456_median_indicators,12,MAE,0.017882639149122175,0.036337614242186005,1.0,1,870
CS2_35,B_HF456_median_indicators,12,MAE,0.017869708250475787,0.0360930539709495,10.0,1,870
CS2_35,B_HF456_median_indicators,12,MAE,0.01826396045309984,0.035209912423783435,100.0,1,870
CS2_36,B_HF456_median_indicators,12,MAE,0.01860976164597752,0.053075328279782924,0.01,1,961
CS2_36,B_HF456_median_indicators,12,MAE,0.018695225110516935,0.05321311746699397,0.1,1,961
CS2_36,B_HF456_median_indicators,12,MAE,0.018763103984548855,0.05329791072797724,1.0,1,961
CS2_36,B_HF456_median_indicators,12,MAE,0.01872786899266776,0.05332214513718114,10.0,1,961
CS2_36,B_HF456_median_indicators,12,MAE,0.01893498232671534,0.05358961429389304,100.0,1,961
CS2_37,B_HF456_median_indicators,12,MAE,0.017499697235796318,0.04158476397914437,0.01,1,1026
CS2_37,B_HF456_median_indicators,12,MAE,0.01751100867961348,0.04165040851504617,0.1,1,1026
CS2_37,B_HF456_median_indicators,12,MAE,0.017534842831629913,0.04171174956683556,1.0,1,1026
CS2_37,B_HF456_median_indicators,12,MAE,0.017520242383813393,0.04173219103710643,10.0,1,1026
CS2_37,B_HF456_median_indicators,12,MAE,0.01786555509308174,0.04216638720312219,100.0,1,1026
CS2_38,B_HF456_median_indicators,12,MAE,0.01752540283416409,0.047027552810118875,0.01,1,1016
CS2_38,B_HF456_median_indicators,12,MAE,0.01678269498813784,0.04638005446519547,0.1,1,1016
CS2_38,B_HF456_median_indicators,12,MAE,0.016690144507752965,0.04619513666793207,1.0,1,1016
CS2_38,B_HF456_median_indicators,12,MAE,0.016767721899846627,0.04621039037443053,10.0,1,1016
CS2_38,B_HF456_median_indicators,12,MAE,0.01797264020234296,0.04665069160950389,100.0,1,1016
CS2_35,B_missing_mask_only,12,MAE,0.020656153641976014,0.03721760706031525,0.01,1,870
CS2_35,B_missing_mask_only,12,MAE,0.020657469670459453,0.037218487554856766,0.1,1,870
CS2_35,B_missing_mask_only,12,MAE,0.020670621910146524,0.03722734302087683,1.0,1,870
CS2_35,B_missing_mask_only,12,MAE,0.02080551340956776,0.03732085017015478,10.0,1,870
CS2_35,B_missing_mask_only,12,MAE,0.022429819414010246,0.0386611016575108,100.0,1,870
CS2_36,B_missing_mask_only,12,MAE,0.022957092371092336,0.06834310624963985,0.01,1,961
CS2_36,B_missing_mask_only,12,MAE,0.02295874733964421,0.06834288808441281,0.1,1,961
CS2_36,B_missing_mask_only,12,MAE,0.022975711477861815,0.06834078518699048,1.0,1,961
CS2_36,B_missing_mask_only,12,MAE,0.02318282699104775,0.06832737333378382,10.0,1,961
CS2_36,B_missing_mask_only,12,MAE,0.02680455277300653,0.06884972555885414,100.0,1,961
CS2_37,B_missing_mask_only,12,MAE,0.0204775677194253,0.05400122347281879,0.01,1,1026
CS2_37,B_missing_mask_only,12,MAE,0.02047907911834452,0.05400148919831534,0.1,1,1026
CS2_37,B_missing_mask_only,12,MAE,0.020494685610183968,0.05400423261017449,1.0,1,1026
CS2_37,B_missing_mask_only,12,MAE,0.020667363249815243,0.05403887454721664,10.0,1,1026
CS2_37,B_missing_mask_only,12,MAE,0.023570541552018428,0.05496772860832769,100.0,1,1026
CS2_38,B_missing_mask_only,12,MAE,0.022279281942158634,0.06180157133638069,0.01,1,1016
CS2_38,B_missing_mask_only,12,MAE,0.022279940218386602,0.06180061640473623,0.1,1,1016
CS2_38,B_missing_mask_only,12,MAE,0.022287149092118198,0.0617910027653162,1.0,1,1016
CS2_38,B_missing_mask_only,12,MAE,0.022397228370718832,0.06170687378365878,10.0,1,1016
CS2_38,B_missing_mask_only,12,MAE,0.026503988247433715,0.06227373570448319,100.0,1,1016
CS2_35,C_complete_case_HF456,12,MAE,0.014146613517126627,0.023326006537392033,0.01,1,572
CS2_35,C_complete_case_HF456,12,MAE,0.013974962033613056,0.02320216696395118,0.1,1,572
CS2_35,C_complete_case_HF456,12,MAE,0.013870794833856882,0.023147789161549786,1.0,1,572
CS2_35,C_complete_case_HF456,12,MAE,0.013895063485864207,0.02327475744796668,10.0,1,572
CS2_35,C_complete_case_HF456,12,MAE,0.014568857562370845,0.024133348312608657,100.0,1,572
CS2_36,C_complete_case_HF456,12,MAE,0.015471941347929175,0.05677415318841316,0.01,1,606
CS2_36,C_complete_case_HF456,12,MAE,0.015467524639316714,0.056771121357554015,0.1,1,606
CS2_36,C_complete_case_HF456,12,MAE,0.015327667640278672,0.05674747606884358,1.0,1,606
CS2_36,C_complete_case_HF456,12,MAE,0.015088849505888163,0.05671201756990088,10.0,1,606
CS2_36,C_complete_case_HF456,12,MAE,0.01593564866308966,0.05692127213070723,100.0,1,606
CS2_37,C_complete_case_HF456,12,MAE,0.01371684510380205,0.04099523985904414,0.01,1,640
CS2_37,C_complete_case_HF456,12,MAE,0.01373911389014999,0.04099722055615146,0.1,1,640
CS2_37,C_complete_case_HF456,12,MAE,0.01375040812830732,0.04099207870417243,1.0,1,640
CS2_37,C_complete_case_HF456,12,MAE,0.01384632499901079,0.040966103759211114,10.0,1,640
CS2_37,C_complete_case_HF456,12,MAE,0.014552906357307138,0.041084936971362646,100.0,1,640
CS2_38,C_complete_case_HF456,12,MAE,0.012663829327774559,0.036742140534860725,0.01,1,548
CS2_38,C_complete_case_HF456,12,MAE,0.012668197580436762,0.03673577429084222,0.1,1,548
CS2_38,C_complete_case_HF456,12,MAE,0.012677667232620742,0.03673487848604944,1.0,1,548
CS2_38,C_complete_case_HF456,12,MAE,0.012787590336446716,0.03676860907917532,10.0,1,548
CS2_38,C_complete_case_HF456,12,MAE,0.014019690221983603,0.037253156045875604,100.0,1,548
CS2_35,A_drop_HF456,16,MAE,0.020651825650404142,0.037613820053833055,0.01,1,866
CS2_35,A_drop_HF456,16,MAE,0.020583813285448165,0.03766515902733352,0.1,1,866
CS2_35,A_drop_HF456,16,MAE,0.020540528356106293,0.037677562249250084,1.0,1,866
CS2_35,A_drop_HF456,16,MAE,0.020542454223954752,0.03747635616858862,10.0,1,866
CS2_35,A_drop_HF456,16,MAE,0.02109388450459086,0.0369259410452745,100.0,1,866
CS2_36,A_drop_HF456,16,MAE,0.021671640302244888,0.055627975570291914,0.01,1,957
CS2_36,A_drop_HF456,16,MAE,0.02170128386137554,0.05565578586775817,0.1,1,957
CS2_36,A_drop_HF456,16,MAE,0.02171968450553334,0.055676442654545126,1.0,1,957
CS2_36,A_drop_HF456,16,MAE,0.021714679182911065,0.055694263445538794,10.0,1,957
CS2_36,A_drop_HF456,16,MAE,0.02171816432895406,0.05577932918445559,100.0,1,957
CS2_37,A_drop_HF456,16,MAE,0.01914556270773522,0.04252466928024364,0.01,1,1022
CS2_37,A_drop_HF456,16,MAE,0.01907450590014824,0.04248257425428364,0.1,1,1022
CS2_37,A_drop_HF456,16,MAE,0.019060047964626608,0.042470130919447645,1.0,1,1022
CS2_37,A_drop_HF456,16,MAE,0.019033893218481385,0.042457699992147026,10.0,1,1022
CS2_37,A_drop_HF456,16,MAE,0.019100201457161597,0.042769324693960525,100.0,1,1022
CS2_38,A_drop_HF456,16,MAE,0.019379629265793886,0.04729611194583214,0.01,1,1012
CS2_38,A_drop_HF456,16,MAE,0.018875856073787656,0.04706626960245718,0.1,1,1012
CS2_38,A_drop_HF456,16,MAE,0.018704200423834274,0.04697181214447291,1.0,1,1012
CS2_38,A_drop_HF456,16,MAE,0.018864308913273987,0.047021384900263405,10.0,1,1012
CS2_38,A_drop_HF456,16,MAE,0.02013052774932923,0.047490331866434574,100.0,1,1012
CS2_35,B_HF456_median,16,MAE,0.019995532219229447,0.037275704502453655,0.01,1,866
CS2_35,B_HF456_median,16,MAE,0.01994431328793959,0.0373562217009231,0.1,1,866
CS2_35,B_HF456_median,16,MAE,0.019917672209443994,0.03737958771019662,1.0,1,866
CS2_35,B_HF456_median,16,MAE,0.019902286752122016,0.03718176034253936,10.0,1,866
CS2_35,B_HF456_median,16,MAE,0.020332337105596565,0.03659194681355294,100.0,1,866
CS2_36,B_HF456_median,16,MAE,0.020761361563006876,0.055241503011314474,0.01,1,957
CS2_36,B_HF456_median,16,MAE,0.02081770202014943,0.05530367615337121,0.1,1,957
CS2_36,B_HF456_median,16,MAE,0.020850429689496325,0.05534181336109808,1.0,1,957
CS2_36,B_HF456_median,16,MAE,0.020816109222792038,0.05533995302021275,10.0,1,957
CS2_36,B_HF456_median,16,MAE,0.020749758013609752,0.05537639430226369,100.0,1,957
CS2_37,B_HF456_median,16,MAE,0.018905989361338495,0.0425011898762596,0.01,1,1022
CS2_37,B_HF456_median,16,MAE,0.01895268481879256,0.042510069621078235,0.1,1,1022
CS2_37,B_HF456_median,16,MAE,0.018986694083108446,0.04252743048383419,1.0,1,1022
CS2_37,B_HF456_median,16,MAE,0.018965276786180933,0.04251452824143245,10.0,1,1022
CS2_37,B_HF456_median,16,MAE,0.019078964048941823,0.04281669424003135,100.0,1,1022
CS2_38,B_HF456_median,16,MAE,0.018640642372153477,0.04719621110062887,0.01,1,1012
CS2_38,B_HF456_median,16,MAE,0.018212050508115963,0.04688821183986055,0.1,1,1012
CS2_38,B_HF456_median,16,MAE,0.018119587563361392,0.04678248117474357,1.0,1,1012
CS2_38,B_HF456_median,16,MAE,0.018229039555756662,0.046827480245577875,10.0,1,1012
CS2_38,B_HF456_median,16,MAE,0.01921690219486687,0.04723695484701368,100.0,1,1012
CS2_35,B_HF456_median_indicators,16,MAE,0.019938427199136233,0.0371741111346152,0.01,1,866
CS2_35,B_HF456_median_indicators,16,MAE,0.019873326779586187,0.03729708511835309,0.1,1,866
CS2_35,B_HF456_median_indicators,16,MAE,0.019841456955504547,0.03734278181205487,1.0,1,866
CS2_35,B_HF456_median_indicators,16,MAE,0.019826916491972827,0.037154536738403784,10.0,1,866
CS2_35,B_HF456_median_indicators,16,MAE,0.020283705127472136,0.03657917011479061,100.0,1,866
CS2_36,B_HF456_median_indicators,16,MAE,0.020772170891361377,0.05525137568434712,0.01,1,957
CS2_36,B_HF456_median_indicators,16,MAE,0.020844278829869566,0.055332068405580886,0.1,1,957
CS2_36,B_HF456_median_indicators,16,MAE,0.020879844126983068,0.0553758677619646,1.0,1,957
CS2_36,B_HF456_median_indicators,16,MAE,0.020839622518231973,0.05536872370311804,10.0,1,957
CS2_36,B_HF456_median_indicators,16,MAE,0.02078797732178765,0.05544022331928914,100.0,1,957
CS2_37,B_HF456_median_indicators,16,MAE,0.01894332990804569,0.04289957635326649,0.01,1,1022
CS2_37,B_HF456_median_indicators,16,MAE,0.01903732457351912,0.04289224292183614,0.1,1,1022
CS2_37,B_HF456_median_indicators,16,MAE,0.019113073272448426,0.042910906744757685,1.0,1,1022
CS2_37,B_HF456_median_indicators,16,MAE,0.01909787896698073,0.042908268364837375,10.0,1,1022
CS2_37,B_HF456_median_indicators,16,MAE,0.01927666563332029,0.04312379202087862,100.0,1,1022
CS2_38,B_HF456_median_indicators,16,MAE,0.01842243245391233,0.04750459950790612,0.01,1,1012
CS2_38,B_HF456_median_indicators,16,MAE,0.01786751906353851,0.04699394950123337,0.1,1,1012
CS2_38,B_HF456_median_indicators,16,MAE,0.017762193709847728,0.046834530313410894,1.0,1,1012
CS2_38,B_HF456_median_indicators,16,MAE,0.017855988309850877,0.04682774346688396,10.0,1,1012
CS2_38,B_HF456_median_indicators,16,MAE,0.01939370689603936,0.047293626004234736,100.0,1,1012
CS2_35,B_missing_mask_only,16,MAE,0.02257762707313905,0.039149116798862564,0.01,1,866
CS2_35,B_missing_mask_only,16,MAE,0.022578688148054925,0.03915005024425233,0.1,1,866
CS2_35,B_missing_mask_only,16,MAE,0.022589424437796015,0.03915943074883295,1.0,1,866
CS2_35,B_missing_mask_only,16,MAE,0.022705801589611052,0.0392577490751033,10.0,1,866
CS2_35,B_missing_mask_only,16,MAE,0.024148151634053552,0.040609601352111446,100.0,1,866
CS2_36,B_missing_mask_only,16,MAE,0.024167917190770216,0.06899342968732033,0.01,1,957
CS2_36,B_missing_mask_only,16,MAE,0.024168872593577785,0.06899317344798786,0.1,1,957
CS2_36,B_missing_mask_only,16,MAE,0.024178765921439627,0.06899070073433951,1.0,1,957
CS2_36,B_missing_mask_only,16,MAE,0.02429396331128787,0.06897383540039152,10.0,1,957
CS2_36,B_missing_mask_only,16,MAE,0.02733564261094088,0.06946333571735507,100.0,1,957
CS2_37,B_missing_mask_only,16,MAE,0.021341374396186354,0.053198140685542995,0.01,1,1022
CS2_37,B_missing_mask_only,16,MAE,0.021342277394550236,0.05319821495830413,0.1,1,1022
CS2_37,B_missing_mask_only,16,MAE,0.021351615453398056,0.05319896856270224,1.0,1,1022
CS2_37,B_missing_mask_only,16,MAE,0.021466460713019577,0.05321234979988766,10.0,1,1022
CS2_37,B_missing_mask_only,16,MAE,0.024016885783393043,0.05395930371867295,100.0,1,1022
CS2_38,B_missing_mask_only,16,MAE,0.023100790747074915,0.06246525976120821,0.01,1,1012
CS2_38,B_missing_mask_only,16,MAE,0.02310201934072572,0.06246458744284717,0.1,1,1012
CS2_38,B_missing_mask_only,16,MAE,0.02311488325680772,0.062457894201215454,1.0,1,1012
CS2_38,B_missing_mask_only,16,MAE,0.023303095193528828,0.06240463841094812,10.0,1,1012
CS2_38,B_missing_mask_only,16,MAE,0.027700823221160714,0.06323071940608019,100.0,1,1012
CS2_35,C_complete_case_HF456,16,MAE,0.015165505251057153,0.024492686781631176,0.01,1,572
CS2_35,C_complete_case_HF456,16,MAE,0.015127135049271176,0.024465246868078657,0.1,1,572
CS2_35,C_complete_case_HF456,16,MAE,0.015218544811418957,0.024528394511842588,1.0,1,572
CS2_35,C_complete_case_HF456,16,MAE,0.01547874051397258,0.024810335642238543,10.0,1,572
CS2_35,C_complete_case_HF456,16,MAE,0.016283647441055055,0.025673460053560627,100.0,1,572
CS2_36,C_complete_case_HF456,16,MAE,0.01789705177518736,0.05807707999988662,0.01,1,607
CS2_36,C_complete_case_HF456,16,MAE,0.017819003636265988,0.058045701165464175,0.1,1,607
CS2_36,C_complete_case_HF456,16,MAE,0.017168313696023372,0.057893060875026055,1.0,1,607
CS2_36,C_complete_case_HF456,16,MAE,0.016195731780207546,0.05774478605203481,10.0,1,607
CS2_36,C_complete_case_HF456,16,MAE,0.016767777438526484,0.05787541909866233,100.0,1,607
CS2_37,C_complete_case_HF456,16,MAE,0.01316114767208949,0.022987308734009934,0.01,1,639
CS2_37,C_complete_case_HF456,16,MAE,0.013106588712569206,0.022956015726667882,0.1,1,639
CS2_37,C_complete_case_HF456,16,MAE,0.013170743819851977,0.02297225916077165,1.0,1,639
CS2_37,C_complete_case_HF456,16,MAE,0.013563308433717834,0.02313901328959112,10.0,1,639
CS2_37,C_complete_case_HF456,16,MAE,0.014256829807611894,0.0235696374586129,100.0,1,639
CS2_38,C_complete_case_HF456,16,MAE,0.014010236916437088,0.037792631678060386,0.01,1,547
CS2_38,C_complete_case_HF456,16,MAE,0.014016120658232933,0.037785731360274515,0.1,1,547
CS2_38,C_complete_case_HF456,16,MAE,0.014040367030186842,0.03779793384026627,1.0,1,547
CS2_38,C_complete_case_HF456,16,MAE,0.014245521526675003,0.03784217609900584,10.0,1,547
CS2_38,C_complete_case_HF456,16,MAE,0.01558072106678304,0.03834530922995582,100.0,1,547
CS2_35,A_drop_HF456,24,MAE,0.023424438429996274,0.04156255023310453,0.01,1,858
CS2_35,A_drop_HF456,24,MAE,0.02335496389296791,0.0416158254264484,0.1,1,858
CS2_35,A_drop_HF456,24,MAE,0.02330298115892404,0.0416278024041981,1.0,1,858
CS2_35,A_drop_HF456,24,MAE,0.023262561935965615,0.04140264128416634,10.0,1,858
CS2_35,A_drop_HF456,24,MAE,0.023681717335869372,0.04075000578559612,100.0,1,858
CS2_36,A_drop_HF456,24,MAE,0.024281758429234277,0.057787663128813824,0.01,1,949
CS2_36,A_drop_HF456,24,MAE,0.024303444737277528,0.05780846503217835,0.1,1,949
CS2_36,A_drop_HF456,24,MAE,0.024314759045863537,0.057820032534727214,1.0,1,949
CS2_36,A_drop_HF456,24,MAE,0.02428692676538267,0.057798219278632317,10.0,1,949
CS2_36,A_drop_HF456,24,MAE,0.024099097293356186,0.05766963033460609,100.0,1,949
CS2_37,A_drop_HF456,24,MAE,0.021567611151544822,0.043602125873115356,0.01,1,1014
CS2_37,A_drop_HF456,24,MAE,0.02157336843968394,0.04362113418542974,0.1,1,1014
CS2_37,A_drop_HF456,24,MAE,0.02159086009657583,0.04364935430789599,1.0,1,1014
CS2_37,A_drop_HF456,24,MAE,0.021588626659094775,0.043711706811446725,10.0,1,1014
CS2_37,A_drop_HF456,24,MAE,0.021673294635800193,0.04436048886007877,100.0,1,1014
CS2_38,A_drop_HF456,24,MAE,0.021980912185734117,0.04851851612064294,0.01,1,1004
CS2_38,A_drop_HF456,24,MAE,0.021321646919828505,0.0481054762181094,0.1,1,1004
CS2_38,A_drop_HF456,24,MAE,0.021029131187147963,0.047916973307844106,1.0,1,1004
CS2_38,A_drop_HF456,24,MAE,0.021228772619936553,0.047970511674996504,10.0,1,1004
CS2_38,A_drop_HF456,24,MAE,0.022513917760213817,0.04850054901517061,100.0,1,1004
CS2_35,B_HF456_median,24,MAE,0.022545663907347635,0.040905152223110156,0.01,1,858
CS2_35,B_HF456_median,24,MAE,0.022440853125262606,0.04103431304005826,0.1,1,858
CS2_35,B_HF456_median,24,MAE,0.02238171104532086,0.04108808478129528,1.0,1,858
CS2_35,B_HF456_median,24,MAE,0.022339802636313112,0.0408730356683241,10.0,1,858
CS2_35,B_HF456_median,24,MAE,0.02266531955046088,0.040182080340679355,100.0,1,858
CS2_36,B_HF456_median,24,MAE,0.023369056906076876,0.05687293968751443,0.01,1,949
CS2_36,B_HF456_median,24,MAE,0.023480133260558755,0.05697844078679035,0.1,1,949
CS2_36,B_HF456_median,24,MAE,0.023543135916563995,0.0570428630115,1.0,1,949
CS2_36,B_HF456_median,24,MAE,0.023498406890935998,0.05701239598695462,10.0,1,949
CS2_36,B_HF456_median,24,MAE,0.023193427331154943,0.05689937470134721,100.0,1,949
CS2_37,B_HF456_median,24,MAE,0.021306779410274413,0.04338409922299506,0.01,1,1014
CS2_37,B_HF456_median,24,MAE,0.021398635109247492,0.043466214315979204,0.1,1,1014
CS2_37,B_HF456_median,24,MAE,0.021454263353519194,0.04353023601154083,1.0,1,1014
CS2_37,B_HF456_median,24,MAE,0.02145888262624873,0.043589770982354066,10.0,1,1014
CS2_37,B_HF456_median,24,MAE,0.021520828718951196,0.0442120053649879,100.0,1,1014
CS2_38,B_HF456_median,24,MAE,0.02077287627623162,0.048351122597083344,0.01,1,1004
CS2_38,B_HF456_median,24,MAE,0.020210228947530037,0.04786098220121238,0.1,1,1004
CS2_38,B_HF456_median,24,MAE,0.02004928965860911,0.04768722783601973,1.0,1,1004
CS2_38,B_HF456_median,24,MAE,0.020180501953654856,0.04774071977233769,10.0,1,1004
CS2_38,B_HF456_median,24,MAE,0.021154688503259512,0.04818755089158175,100.0,1,1004
CS2_35,B_HF456_median_indicators,24,MAE,0.02242922705004727,0.0408076295747941,0.01,1,858
CS2_35,B_HF456_median_indicators,24,MAE,0.022309317606818226,0.040985912038982227,0.1,1,858
CS2_35,B_HF456_median_indicators,24,MAE,0.022254444026723334,0.0410665480565398,1.0,1,858
CS2_35,B_HF456_median_indicators,24,MAE,0.022215562704644413,0.04086475582493508,10.0,1,858
CS2_35,B_HF456_median_indicators,24,MAE,0.022577420383208303,0.04018815427566344,100.0,1,858
CS2_36,B_HF456_median_indicators,24,MAE,0.023311765767934322,0.056816012697332136,0.01,1,949
CS2_36,B_HF456_median_indicators,24,MAE,0.023455754396876933,0.05695456428374148,0.1,1,949
CS2_36,B_HF456_median_indicators,24,MAE,0.0235336011690556,0.05703265730933735,1.0,1,949
CS2_36,B_HF456_median_indicators,24,MAE,0.023484453994951724,0.05700013477853488,10.0,1,949
CS2_36,B_HF456_median_indicators,24,MAE,0.02320097023114434,0.05690792003594305,100.0,1,949
CS2_37,B_HF456_median_indicators,24,MAE,0.021324525343789626,0.04342136213597188,0.01,1,1014
CS2_37,B_HF456_median_indicators,24,MAE,0.02146854137731943,0.04353693556980694,0.1,1,1014
CS2_37,B_HF456_median_indicators,24,MAE,0.021556439140565323,0.043622650393142254,1.0,1,1014
CS2_37,B_HF456_median_indicators,24,MAE,0.021556762928728518,0.043689057984973745,10.0,1,1014
CS2_37,B_HF456_median_indicators,24,MAE,0.021565557753883847,0.044279539742354615,100.0,1,1014
CS2_38,B_HF456_median_indicators,24,MAE,0.020480090800139475,0.048874620286102094,0.01,1,1004
CS2_38,B_HF456_median_indicators,24,MAE,0.019709954267716073,0.048056611421868366,0.1,1,1004
CS2_38,B_HF456_median_indicators,24,MAE,0.01953055649663801,0.04779423156383147,1.0,1,1004
CS2_38,B_HF456_median_indicators,24,MAE,0.01963499556099496,0.04778749126801285,10.0,1,1004
CS2_38,B_HF456_median_indicators,24,MAE,0.021068359192219794,0.048161492825016465,100.0,1,1004
CS2_35,B_missing_mask_only,24,MAE,0.025414310585024427,0.041980339675724336,0.01,1,858
CS2_35,B_missing_mask_only,24,MAE,0.025415541442063476,0.04198133881185268,0.1,1,858
CS2_35,B_missing_mask_only,24,MAE,0.02542813321761696,0.041991370629745485,1.0,1,858
CS2_35,B_missing_mask_only,24,MAE,0.025561750110371508,0.042095652177084275,10.0,1,858
CS2_35,B_missing_mask_only,24,MAE,0.027015607727758077,0.0434611374987888,100.0,1,858
CS2_36,B_missing_mask_only,24,MAE,0.026058308230092312,0.07076030020112511,0.01,1,949
CS2_36,B_missing_mask_only,24,MAE,0.026058934597789542,0.07075980992148953,0.1,1,949
CS2_36,B_missing_mask_only,24,MAE,0.02606552978072453,0.07075495051131733,1.0,1,949
CS2_36,B_missing_mask_only,24,MAE,0.02614662990806091,0.07071334919837523,10.0,1,949
CS2_36,B_missing_mask_only,24,MAE,0.02804005504443459,0.07097190598111372,100.0,1,949
CS2_37,B_missing_mask_only,24,MAE,0.02428542752818948,0.05681801224730025,0.01,1,1014
CS2_37,B_missing_mask_only,24,MAE,0.024286311658325663,0.05681829689757979,0.1,1,1014
