battery,metric,value
CS2_35,spearman_distance_vs_tau,0.266268764850184
CS2_36,spearman_distance_vs_tau,0.2125114374032311
CS2_37,spearman_distance_vs_tau,-0.05734121290538187
CS2_38,spearman_distance_vs_tau,0.15715961925046348
