battery,feature_A,feature_B,horizon_1,horizon_2,rank_A_h1,rank_B_h1,rank_A_h2,rank_B_h2,battery_count
CS2_38,HF3,HF8,4,8,5.0,3.0,3.0,5.0,1
CS2_38,HF3,HF8,4,24,5.0,3.0,3.0,4.0,3
CS2_38,HF3,HF8,4,48,5.0,3.0,5.0,6.0,2
CS2_38,HF3,HF8,8,12,3.0,5.0,6.0,4.0,1
CS2_38,HF3,HF8,8,16,3.0,5.0,6.0,3.0,2
CS2_38,HF3,HF8,8,32,3.0,5.0,7.0,4.0,3
CS2_38,HF3,HF8,8,64,3.0,5.0,7.0,5.0,2
CS2_38,HF3,HF8,12,24,6.0,4.0,3.0,4.0,3
CS2_38,HF3,HF8,12,48,6.0,4.0,5.0,6.0,2
CS2_38,HF3,HF8,16,24,6.0,3.0,3.0,4.0,2
CS2_38,HF3,HF8,16,48,6.0,3.0,5.0,6.0,3
CS2_38,HF3,HF8,24,32,3.0,4.0,7.0,4.0,1
CS2_38,HF3,HF8,24,64,3.0,4.0,7.0,5.0,2
CS2_38,HF3,HF8,32,48,7.0,4.0,5.0,6.0,2
CS2_38,HF3,HF8,48,64,5.0,6.0,7.0,5.0,1
CS2_38,HF4,HF5,1,4,6.0,8.0,8.0,7.0,2
CS2_38,HF4,HF5,1,8,6.0,8.0,8.0,7.0,3
CS2_38,HF4,HF5,1,12,6.0,8.0,8.0,7.0,2
CS2_38,HF4,HF5,1,16,6.0,8.0,8.0,7.0,2
CS2_38,HF4,HF5,1,24,6.0,8.0,8.0,7.0,2
CS2_38,HF4,HF5,1,32,6.0,8.0,8.0,6.0,2
CS2_38,HF4,HF5,1,48,6.0,8.0,8.0,4.0,2
CS2_38,HF4,HF5,1,64,6.0,8.0,8.0,4.0,2
CS2_38,HF4,HF6,1,4,6.0,7.0,8.0,4.0,1
CS2_38,HF4,HF6,1,8,6.0,7.0,8.0,4.0,2
CS2_38,HF4,HF6,1,12,6.0,7.0,8.0,3.0,1
CS2_38,HF4,HF6,1,16,6.0,7.0,8.0,4.0,1
CS2_38,HF4,HF6,1,24,6.0,7.0,8.0,5.0,1
CS2_38,HF4,HF6,1,32,6.0,7.0,8.0,3.0,1
CS2_38,HF4,HF6,1,48,6.0,7.0,8.0,3.0,1
CS2_38,HF4,HF6,1,64,6.0,7.0,8.0,3.0,1
CS2_38,HF5,HF8,1,48,8.0,4.0,4.0,6.0,2
CS2_38,HF5,HF8,1,64,8.0,4.0,4.0,5.0,2
CS2_38,HF5,HF8,4,48,7.0,3.0,4.0,6.0,3
CS2_38,HF5,HF8,4,64,7.0,3.0,4.0,5.0,3
CS2_38,HF5,HF8,8,48,7.0,5.0,4.0,6.0,2
CS2_38,HF5,HF8,8,64,7.0,5.0,4.0,5.0,2
CS2_38,HF5,HF8,12,48,7.0,4.0,4.0,6.0,3
CS2_38,HF5,HF8,12,64,7.0,4.0,4.0,5.0,3
CS2_38,HF5,HF8,16,48,7.0,3.0,4.0,6.0,2
CS2_38,HF5,HF8,16,64,7.0,3.0,4.0,5.0,2
CS2_38,HF5,HF8,24,48,7.0,4.0,4.0,6.0,2
CS2_38,HF5,HF8,24,64,7.0,4.0,4.0,5.0,2
CS2_38,HF5,HF8,32,48,6.0,4.0,4.0,6.0,2
CS2_38,HF5,HF8,32,64,6.0,4.0,4.0,5.0,2
CS2_38,HF6,HF8,1,8,7.0,4.0,4.0,5.0,3
CS2_38,HF6,HF8,1,12,7.0,4.0,3.0,4.0,3
CS2_38,HF6,HF8,1,32,7.0,4.0,3.0,4.0,3
CS2_38,HF6,HF8,1,48,7.0,4.0,3.0,6.0,3
CS2_38,HF6,HF8,1,64,7.0,4.0,3.0,5.0,2
CS2_38,HF6,HF8,4,8,4.0,3.0,4.0,5.0,3
CS2_38,HF6,HF8,4,12,4.0,3.0,3.0,4.0,3
CS2_38,HF6,HF8,4,32,4.0,3.0,3.0,4.0,3
CS2_38,HF6,HF8,4,48,4.0,3.0,3.0,6.0,3
CS2_38,HF6,HF8,4,64,4.0,3.0,3.0,5.0,2
CS2_38,HF6,HF8,8,16,4.0,5.0,4.0,3.0,1
CS2_38,HF6,HF8,8,24,4.0,5.0,5.0,4.0,2
CS2_38,HF6,HF8,12,16,3.0,4.0,4.0,3.0,3
CS2_38,HF6,HF8,12,24,3.0,4.0,5.0,4.0,2
CS2_38,HF6,HF8,16,32,4.0,3.0,3.0,4.0,3
CS2_38,HF6,HF8,16,48,4.0,3.0,3.0,6.0,3
CS2_38,HF6,HF8,16,64,4.0,3.0,3.0,5.0,2
CS2_38,HF6,HF8,24,32,5.0,4.0,3.0,4.0,2
CS2_38,HF6,HF8,24,48,5.0,4.0,3.0,6.0,2
CS2_38,HF6,HF8,24,64,5.0,4.0,3.0,5.0,3
