battery,feature,horizon,metric,value,n_effective,support_rule,rank
CS2_37,HF5,32,pearson_partial_controlling_SOH,-0.040293592587536106,616,double_common,4.0
CS2_37,HF6,32,pearson_partial_controlling_SOH,-0.12370715339957766,616,double_common,1.0
CS2_37,HF7,32,pearson_partial_controlling_SOH,0.01613208163959465,616,double_common,7.0
CS2_37,HF8,32,pearson_partial_controlling_SOH,0.027966200627657447,616,double_common,5.0
CS2_37,HF1,48,pearson_partial_controlling_SOH,-0.020216543629606242,616,double_common,7.0
CS2_37,HF2,48,pearson_partial_controlling_SOH,0.13813257731270967,616,double_common,3.0
CS2_37,HF3,48,pearson_partial_controlling_SOH,0.015689870062923994,616,double_common,8.0
CS2_37,HF4,48,pearson_partial_controlling_SOH,0.14024438611636378,616,double_common,2.0
CS2_37,HF5,48,pearson_partial_controlling_SOH,-0.12618654287065528,616,double_common,4.0
CS2_37,HF6,48,pearson_partial_controlling_SOH,-0.22219924131619842,616,double_common,1.0
CS2_37,HF7,48,pearson_partial_controlling_SOH,-0.024331355656068265,616,double_common,6.0
CS2_37,HF8,48,pearson_partial_controlling_SOH,0.10684939197310984,616,double_common,5.0
CS2_37,HF1,64,pearson_partial_controlling_SOH,-0.016624213211487302,616,double_common,7.0
CS2_37,HF2,64,pearson_partial_controlling_SOH,0.2017472478352187,616,double_common,4.0
CS2_37,HF3,64,pearson_partial_controlling_SOH,0.006061461823085442,616,double_common,8.0
CS2_37,HF4,64,pearson_partial_controlling_SOH,0.21292318033850474,616,double_common,2.0
CS2_37,HF5,64,pearson_partial_controlling_SOH,-0.2087088157557947,616,double_common,3.0
CS2_37,HF6,64,pearson_partial_controlling_SOH,-0.27747501507916356,616,double_common,1.0
CS2_37,HF7,64,pearson_partial_controlling_SOH,-0.022138142342849897,616,double_common,6.0
CS2_37,HF8,64,pearson_partial_controlling_SOH,0.16849335621647146,616,double_common,5.0
CS2_38,HF1,1,pearson_partial_controlling_SOH,0.1760651628954105,528,double_common,2.0
CS2_38,HF2,1,pearson_partial_controlling_SOH,0.07598153195670646,528,double_common,4.0
CS2_38,HF3,1,pearson_partial_controlling_SOH,-0.1986109645234497,528,double_common,1.0
CS2_38,HF4,1,pearson_partial_controlling_SOH,0.0649130392791393,528,double_common,5.0
CS2_38,HF5,1,pearson_partial_controlling_SOH,0.01600133605132029,528,double_common,8.0
CS2_38,HF6,1,pearson_partial_controlling_SOH,-0.021360505284928773,528,double_common,7.0
CS2_38,HF7,1,pearson_partial_controlling_SOH,0.17261936775850772,528,double_common,3.0
CS2_38,HF8,1,pearson_partial_controlling_SOH,0.04943771391103717,528,double_common,6.0
CS2_38,HF1,4,pearson_partial_controlling_SOH,-0.03641248555350882,528,double_common,7.0
CS2_38,HF2,4,pearson_partial_controlling_SOH,0.06449393970374398,528,double_common,3.0
CS2_38,HF3,4,pearson_partial_controlling_SOH,0.018824100750716194,528,double_common,8.0
CS2_38,HF4,4,pearson_partial_controlling_SOH,-0.05613257872206868,528,double_common,4.0
CS2_38,HF5,4,pearson_partial_controlling_SOH,-0.09559074802416816,528,double_common,2.0
CS2_38,HF6,4,pearson_partial_controlling_SOH,-0.13008889222701403,528,double_common,1.0
CS2_38,HF7,4,pearson_partial_controlling_SOH,-0.039084819531831475,528,double_common,6.0
CS2_38,HF8,4,pearson_partial_controlling_SOH,0.04524307960134606,528,double_common,5.0
CS2_38,HF1,8,pearson_partial_controlling_SOH,-0.028488913952967456,528,double_common,5.0
CS2_38,HF2,8,pearson_partial_controlling_SOH,0.04663720705415819,528,double_common,3.0
CS2_38,HF3,8,pearson_partial_controlling_SOH,0.023191596998516542,528,double_common,6.0
CS2_38,HF4,8,pearson_partial_controlling_SOH,0.020297868463116233,528,double_common,8.0
CS2_38,HF5,8,pearson_partial_controlling_SOH,-0.09572470585837088,528,double_common,2.0
CS2_38,HF6,8,pearson_partial_controlling_SOH,-0.13000768257048603,528,double_common,1.0
CS2_38,HF7,8,pearson_partial_controlling_SOH,-0.02982452287041325,528,double_common,4.0
CS2_38,HF8,8,pearson_partial_controlling_SOH,0.02202776714271881,528,double_common,7.0
CS2_38,HF1,12,pearson_partial_controlling_SOH,-0.033370042622193424,528,double_common,7.0
CS2_38,HF2,12,pearson_partial_controlling_SOH,0.1247750083305145,528,double_common,2.0
CS2_38,HF3,12,pearson_partial_controlling_SOH,0.0170388502471272,528,double_common,8.0
CS2_38,HF4,12,pearson_partial_controlling_SOH,-0.05233707066642433,528,double_common,5.0
CS2_38,HF5,12,pearson_partial_controlling_SOH,-0.10949406763126496,528,double_common,3.0
CS2_38,HF6,12,pearson_partial_controlling_SOH,-0.16724147313603815,528,double_common,1.0
CS2_38,HF7,12,pearson_partial_controlling_SOH,-0.036095826809666116,528,double_common,6.0
CS2_38,HF8,12,pearson_partial_controlling_SOH,0.10465016320846071,528,double_common,4.0
CS2_38,HF1,16,pearson_partial_controlling_SOH,-0.02998788694403927,528,double_common,7.0
CS2_38,HF2,16,pearson_partial_controlling_SOH,0.08679997793686581,528,double_common,2.0
CS2_38,HF3,16,pearson_partial_controlling_SOH,0.017560986983364897,528,double_common,8.0
CS2_38,HF4,16,pearson_partial_controlling_SOH,0.04760265785208655,528,double_common,5.0
