battery,metric,value
CS2_35,spearman_distance_vs_tau,0.16963175688081034
CS2_36,spearman_distance_vs_tau,0.15036616516495524
CS2_37,spearman_distance_vs_tau,-0.018803361948331283
CS2_38,spearman_distance_vs_tau,0.13939212043645674
