battery,feature,horizon,metric,value,n_effective,support_rule,abs_partial,delta_abs_from_h1
CS2_35,HF5,12,pearson_partial_controlling_SOH,-0.23318792578491745,551,double_common,0.23318792578491745,0.2061306553988161
CS2_35,HF6,12,pearson_partial_controlling_SOH,-0.19037958748431058,551,double_common,0.19037958748431058,0.09982862893333988
CS2_35,HF5,16,pearson_partial_controlling_SOH,-0.1261286804777357,551,double_common,0.1261286804777357,0.09907141009163434
CS2_35,HF6,16,pearson_partial_controlling_SOH,-0.1464433364430656,551,double_common,0.1464433364430656,0.05589237789209489
CS2_35,HF5,24,pearson_partial_controlling_SOH,-0.18308311902191493,551,double_common,0.18308311902191493,0.15602584863581356
CS2_35,HF6,24,pearson_partial_controlling_SOH,-0.2096995710196529,551,double_common,0.2096995710196529,0.11914861246868219
CS2_35,HF5,32,pearson_partial_controlling_SOH,-0.14536760753098002,551,double_common,0.14536760753098002,0.11831033714487865
CS2_35,HF6,32,pearson_partial_controlling_SOH,-0.22867660355216107,551,double_common,0.22867660355216107,0.13812564500119037
CS2_35,HF5,48,pearson_partial_controlling_SOH,-0.21941351018078603,551,double_common,0.21941351018078603,0.19235623979468466
CS2_35,HF6,48,pearson_partial_controlling_SOH,-0.2798922347148487,551,double_common,0.2798922347148487,0.189341276163878
CS2_35,HF5,64,pearson_partial_controlling_SOH,-0.26974724129790906,551,double_common,0.26974724129790906,0.2426899709118077
CS2_35,HF6,64,pearson_partial_controlling_SOH,-0.3409136050958836,551,double_common,0.3409136050958836,0.2503626465449129
CS2_36,HF5,1,pearson_partial_controlling_SOH,0.02989108039797472,587,double_common,0.02989108039797472,0.0
CS2_36,HF6,1,pearson_partial_controlling_SOH,0.039992742723893755,587,double_common,0.039992742723893755,0.0
CS2_36,HF5,4,pearson_partial_controlling_SOH,0.054215696393512945,587,double_common,0.054215696393512945,0.024324615995538226
CS2_36,HF6,4,pearson_partial_controlling_SOH,-0.0524378476845556,587,double_common,0.0524378476845556,0.012445104960661847
CS2_36,HF5,8,pearson_partial_controlling_SOH,-0.020296261631769303,587,double_common,0.020296261631769303,-0.009594818766205417
CS2_36,HF6,8,pearson_partial_controlling_SOH,-0.0683890112319646,587,double_common,0.0683890112319646,0.028396268508070845
CS2_36,HF5,12,pearson_partial_controlling_SOH,-0.06000288238230479,587,double_common,0.06000288238230479,0.030111801984330073
CS2_36,HF6,12,pearson_partial_controlling_SOH,-0.11068646080707997,587,double_common,0.11068646080707997,0.07069371808318622
CS2_36,HF5,16,pearson_partial_controlling_SOH,0.0018232424478128615,587,double_common,0.0018232424478128615,-0.028067837950161857
CS2_36,HF6,16,pearson_partial_controlling_SOH,-0.07094411824761386,587,double_common,0.07094411824761386,0.030951375523720105
CS2_36,HF5,24,pearson_partial_controlling_SOH,-0.07833102809823031,587,double_common,0.07833102809823031,0.04843994770025559
CS2_36,HF6,24,pearson_partial_controlling_SOH,-0.13748619447368635,587,double_common,0.13748619447368635,0.0974934517497926
CS2_36,HF5,32,pearson_partial_controlling_SOH,-0.06925932511039594,587,double_common,0.06925932511039594,0.039368244712421216
CS2_36,HF6,32,pearson_partial_controlling_SOH,-0.14398215194507422,587,double_common,0.14398215194507422,0.10398940922118047
CS2_36,HF5,48,pearson_partial_controlling_SOH,-0.10470596637070194,587,double_common,0.10470596637070194,0.07481488597272722
CS2_36,HF6,48,pearson_partial_controlling_SOH,-0.20204077291581715,587,double_common,0.20204077291581715,0.1620480301919234
CS2_36,HF5,64,pearson_partial_controlling_SOH,-0.15131914123953336,587,double_common,0.15131914123953336,0.12142806084155863
CS2_36,HF6,64,pearson_partial_controlling_SOH,-0.19333143994515117,587,double_common,0.19333143994515117,0.15333869722125743
CS2_37,HF5,1,pearson_partial_controlling_SOH,0.01892548960621238,616,double_common,0.01892548960621238,0.0
CS2_37,HF6,1,pearson_partial_controlling_SOH,-0.028673695882266724,616,double_common,0.028673695882266724,0.0
CS2_37,HF5,4,pearson_partial_controlling_SOH,-0.06854081940365914,616,double_common,0.06854081940365914,0.04961532979744676
CS2_37,HF6,4,pearson_partial_controlling_SOH,-0.06292514648539739,616,double_common,0.06292514648539739,0.034251450603130666
CS2_37,HF5,8,pearson_partial_controlling_SOH,-0.01045076850450011,616,double_common,0.01045076850450011,-0.00847472110171227
CS2_37,HF6,8,pearson_partial_controlling_SOH,-0.0859321365399457,616,double_common,0.0859321365399457,0.05725844065767898
CS2_37,HF5,12,pearson_partial_controlling_SOH,-0.0764456189252258,616,double_common,0.0764456189252258,0.05752012931901343
CS2_37,HF6,12,pearson_partial_controlling_SOH,-0.1161267964173896,616,double_common,0.1161267964173896,0.08745310053512287
CS2_37,HF5,16,pearson_partial_controlling_SOH,-0.12450605772058242,616,double_common,0.12450605772058242,0.10558056811437004
CS2_37,HF6,16,pearson_partial_controlling_SOH,-0.1893996874699821,616,double_common,0.1893996874699821,0.16072599158771536
CS2_37,HF5,24,pearson_partial_controlling_SOH,-0.057831317290831116,616,double_common,0.057831317290831116,0.03890582768461874
CS2_37,HF6,24,pearson_partial_controlling_SOH,-0.1395934675653807,616,double_common,0.1395934675653807,0.11091977168311398
CS2_37,HF5,32,pearson_partial_controlling_SOH,-0.040293592587536106,616,double_common,0.040293592587536106,0.021368102981323727
CS2_37,HF6,32,pearson_partial_controlling_SOH,-0.12370715339957766,616,double_common,0.12370715339957766,0.09503345751731093
CS2_37,HF5,48,pearson_partial_controlling_SOH,-0.12618654287065528,616,double_common,0.12618654287065528,0.10726105326444291
CS2_37,HF6,48,pearson_partial_controlling_SOH,-0.22219924131619842,616,double_common,0.22219924131619842,0.1935255454339317
CS2_37,HF5,64,pearson_partial_controlling_SOH,-0.2087088157557947,616,double_common,0.2087088157557947,0.18978332614958232
CS2_37,HF6,64,pearson_partial_controlling_SOH,-0.27747501507916356,616,double_common,0.27747501507916356,0.24880131919689683
CS2_38,HF5,1,pearson_partial_controlling_SOH,0.01600133605132029,528,double_common,0.01600133605132029,0.0
CS2_38,HF6,1,pearson_partial_controlling_SOH,-0.021360505284928773,528,double_common,0.021360505284928773,0.0
CS2_38,HF5,4,pearson_partial_controlling_SOH,-0.09559074802416816,528,double_common,0.09559074802416816,0.07958941197284787
CS2_38,HF6,4,pearson_partial_controlling_SOH,-0.13008889222701403,528,double_common,0.13008889222701403,0.10872838694208525
CS2_38,HF5,8,pearson_partial_controlling_SOH,-0.09572470585837088,528,double_common,0.09572470585837088,0.0797233698070506
CS2_38,HF6,8,pearson_partial_controlling_SOH,-0.13000768257048603,528,double_common,0.13000768257048603,0.10864717728555726
CS2_38,HF5,12,pearson_partial_controlling_SOH,-0.10949406763126496,528,double_common,0.10949406763126496,0.09349273157994467
CS2_38,HF6,12,pearson_partial_controlling_SOH,-0.16724147313603815,528,double_common,0.16724147313603815,0.14588096785110938
CS2_38,HF5,16,pearson_partial_controlling_SOH,-0.08357409915469023,528,double_common,0.08357409915469023,0.06757276310336995
CS2_38,HF6,16,pearson_partial_controlling_SOH,-0.12791581749667105,528,double_common,0.12791581749667105,0.10655531221174228
CS2_38,HF5,24,pearson_partial_controlling_SOH,-0.09845822571208665,528,double_common,0.09845822571208665,0.08245688966076636
CS2_38,HF6,24,pearson_partial_controlling_SOH,-0.12952409214085625,528,double_common,0.12952409214085625,0.10816358685592747
CS2_38,HF5,32,pearson_partial_controlling_SOH,-0.12225980682332518,528,double_common,0.12225980682332518,0.1062584707720049
CS2_38,HF6,32,pearson_partial_controlling_SOH,-0.18021131859102194,528,double_common,0.18021131859102194,0.15885081330609316
CS2_38,HF5,48,pearson_partial_controlling_SOH,-0.20623371853182546,528,double_common,0.20623371853182546,0.19023238248050517
CS2_38,HF6,48,pearson_partial_controlling_SOH,-0.20325146483644663,528,double_common,0.20325146483644663,0.18189095955151785
CS2_38,HF5,64,pearson_partial_controlling_SOH,-0.18008527538362593,528,double_common,0.18008527538362593,0.16408393933230564
CS2_38,HF6,64,pearson_partial_controlling_SOH,-0.19650269269033943,528,double_common,0.19650269269033943,0.17514218740541065
