battery,feature,horizon,metric,value,n_effective,support_rule,abs_partial,delta_abs_from_h1
CS2_37,HF5,48,pearson_partial_controlling_SOH,-0.1280509795730293,641,pairwise,0.1280509795730293,0.11037099212184517
CS2_37,HF6,48,pearson_partial_controlling_SOH,-0.22936346012179737,641,pairwise,0.22936346012179737,0.1984603288548023
CS2_37,HF5,64,pearson_partial_controlling_SOH,-0.21029818798964986,641,pairwise,0.21029818798964986,0.19261820053846573
CS2_37,HF6,64,pearson_partial_controlling_SOH,-0.28813248044815276,641,pairwise,0.28813248044815276,0.2572293491811577
CS2_38,HF5,1,pearson_partial_controlling_SOH,0.014695864891226922,550,pairwise,0.014695864891226922,0.0
CS2_38,HF6,1,pearson_partial_controlling_SOH,-0.024661133974673656,550,pairwise,0.024661133974673656,0.0
CS2_38,HF5,4,pearson_partial_controlling_SOH,-0.09502492561963763,549,pairwise,0.09502492561963763,0.0803290607284107
CS2_38,HF6,4,pearson_partial_controlling_SOH,-0.12651997802656934,549,pairwise,0.12651997802656934,0.10185884405189569
CS2_38,HF5,8,pearson_partial_controlling_SOH,-0.06662302572987305,551,pairwise,0.06662302572987305,0.05192716083864613
CS2_38,HF6,8,pearson_partial_controlling_SOH,-0.1308257896210524,551,pairwise,0.1308257896210524,0.10616465564637875
CS2_38,HF5,12,pearson_partial_controlling_SOH,-0.10629820743926197,550,pairwise,0.10629820743926197,0.09160234254803504
CS2_38,HF6,12,pearson_partial_controlling_SOH,-0.1728542278045813,550,pairwise,0.1728542278045813,0.14819309382990764
CS2_38,HF5,16,pearson_partial_controlling_SOH,-0.07837984284671787,549,pairwise,0.07837984284671787,0.06368397795549094
CS2_38,HF6,16,pearson_partial_controlling_SOH,-0.13324281931495152,549,pairwise,0.13324281931495152,0.10858168534027787
CS2_38,HF5,24,pearson_partial_controlling_SOH,-0.09433159806769777,549,pairwise,0.09433159806769777,0.07963573317647085
CS2_38,HF6,24,pearson_partial_controlling_SOH,-0.13426244632078915,549,pairwise,0.13426244632078915,0.1096013123461155
CS2_38,HF5,32,pearson_partial_controlling_SOH,-0.11757762100491546,549,pairwise,0.11757762100491546,0.10288175611368855
CS2_38,HF6,32,pearson_partial_controlling_SOH,-0.188067093251946,549,pairwise,0.188067093251946,0.16340595927727236
CS2_38,HF5,48,pearson_partial_controlling_SOH,-0.2017179779336308,549,pairwise,0.2017179779336308,0.18702211304240388
