battery,feature,horizon,metric,value,mae_without,mae_full,model_context,alpha,n_test,rank
CS2_38,Group_CC,8,MAE_minus_full,0.0007929351093038679,0.016398694011507044,0.015605758902203176,history_L32,1.0,989,1.0
CS2_38,Group_CV,8,MAE_minus_full,0.00016978735698401116,0.015775546259187187,0.015605758902203176,history_L32,1.0,989,4.0
CS2_38,Group_EnergyEfficiency,8,MAE_minus_full,0.0003504369581756716,0.015956195860378847,0.015605758902203176,history_L32,1.0,989,2.0
CS2_38,Group_DischargeIC,8,MAE_minus_full,0.0002717654362749244,0.0158775243384781,0.015605758902203176,history_L32,1.0,989,3.0
CS2_35,Group_CC,12,MAE_minus_full,0.000299209558979191,0.017145349099962272,0.01684613954098308,history_L32,1.0,839,2.0
CS2_35,Group_CV,12,MAE_minus_full,0.00016345016025635928,0.01700958970123944,0.01684613954098308,history_L32,1.0,839,3.0
CS2_35,Group_EnergyEfficiency,12,MAE_minus_full,0.00014254552231713138,0.016988685063300212,0.01684613954098308,history_L32,1.0,839,4.0
CS2_35,Group_DischargeIC,12,MAE_minus_full,0.00040667396907946574,0.017252813510062547,0.01684613954098308,history_L32,1.0,839,1.0
CS2_36,Group_CC,12,MAE_minus_full,0.0006223312526753497,0.021144683881590423,0.020522352628915073,history_L32,1.0,930,1.0
CS2_36,Group_CV,12,MAE_minus_full,0.00013067611820121242,0.020653028747116286,0.020522352628915073,history_L32,1.0,930,4.0
CS2_36,Group_EnergyEfficiency,12,MAE_minus_full,0.0003152808821353728,0.020837633511050446,0.020522352628915073,history_L32,1.0,930,2.0
CS2_36,Group_DischargeIC,12,MAE_minus_full,0.00023996776439363932,0.020762320393308713,0.020522352628915073,history_L32,1.0,930,3.0
CS2_37,Group_CC,12,MAE_minus_full,0.000489768266427635,0.017837817619267733,0.017348049352840098,history_L32,1.0,995,1.0
CS2_37,Group_CV,12,MAE_minus_full,-4.2559749853093853e-05,0.017305489602987004,0.017348049352840098,history_L32,1.0,995,3.0
CS2_37,Group_EnergyEfficiency,12,MAE_minus_full,0.00021974557591468782,0.017567794928754786,0.017348049352840098,history_L32,1.0,995,2.0
CS2_37,Group_DischargeIC,12,MAE_minus_full,-0.00010177934991576626,0.017246270002924332,0.017348049352840098,history_L32,1.0,995,4.0
CS2_38,Group_CC,12,MAE_minus_full,0.000869769575245101,0.017893717806588563,0.017023948231343462,history_L32,1.0,985,1.0
CS2_38,Group_CV,12,MAE_minus_full,-0.00028611325572284324,0.01673783497562062,0.017023948231343462,history_L32,1.0,985,4.0
CS2_38,Group_EnergyEfficiency,12,MAE_minus_full,0.0004916599176877576,0.01751560814903122,0.017023948231343462,history_L32,1.0,985,3.0
CS2_38,Group_DischargeIC,12,MAE_minus_full,0.00054759107323284,0.017571539304576302,0.017023948231343462,history_L32,1.0,985,2.0
CS2_35,Group_CC,16,MAE_minus_full,0.00018082909949804563,0.018264378337676013,0.018083549238177968,history_L32,1.0,835,2.0
CS2_35,Group_CV,16,MAE_minus_full,-2.5994313551238463e-05,0.01805755492462673,0.018083549238177968,history_L32,1.0,835,4.0
CS2_35,Group_EnergyEfficiency,16,MAE_minus_full,7.823345023510314e-05,0.01816178268841307,0.018083549238177968,history_L32,1.0,835,3.0
CS2_35,Group_DischargeIC,16,MAE_minus_full,0.0005469729017044296,0.018630522139882397,0.018083549238177968,history_L32,1.0,835,1.0
CS2_36,Group_CC,16,MAE_minus_full,0.0005337826175986354,0.022249292974361297,0.02171551035676266,history_L32,1.0,926,1.0
CS2_36,Group_CV,16,MAE_minus_full,0.000122911311847676,0.021838421668610337,0.02171551035676266,history_L32,1.0,926,4.0
CS2_36,Group_EnergyEfficiency,16,MAE_minus_full,0.00024572329957861516,0.021961233656341277,0.02171551035676266,history_L32,1.0,926,2.0
CS2_36,Group_DischargeIC,16,MAE_minus_full,0.00020194868735920468,0.021917459044121866,0.02171551035676266,history_L32,1.0,926,3.0
CS2_37,Group_CC,16,MAE_minus_full,0.0004600721961207574,0.019377792094466467,0.01891771989834571,history_L32,1.0,991,1.0
CS2_37,Group_CV,16,MAE_minus_full,-5.69730312096825e-06,0.01891202259522474,0.01891771989834571,history_L32,1.0,991,3.0
CS2_37,Group_EnergyEfficiency,16,MAE_minus_full,0.00019954793782842734,0.019117267836174137,0.01891771989834571,history_L32,1.0,991,2.0
CS2_37,Group_DischargeIC,16,MAE_minus_full,-0.00044343430638708534,0.018474285591958624,0.01891771989834571,history_L32,1.0,991,4.0
CS2_38,Group_CC,16,MAE_minus_full,0.0006272908411459957,0.018589835264833744,0.01796254442368775,history_L32,1.0,981,1.0
CS2_38,Group_CV,16,MAE_minus_full,-0.00028568902141601,0.01767685540227174,0.01796254442368775,history_L32,1.0,981,4.0
CS2_38,Group_EnergyEfficiency,16,MAE_minus_full,0.00033810366353495547,0.018300648087222704,0.01796254442368775,history_L32,1.0,981,3.0
CS2_38,Group_DischargeIC,16,MAE_minus_full,0.0004646433384267422,0.01842718776211449,0.01796254442368775,history_L32,1.0,981,2.0
CS2_35,Group_CC,24,MAE_minus_full,0.00011887282732338245,0.02026858097708242,0.020149708149759037,history_L32,1.0,827,2.0
CS2_35,Group_CV,24,MAE_minus_full,2.280129544458831e-06,0.020151988279303496,0.020149708149759037,history_L32,1.0,827,4.0
CS2_35,Group_EnergyEfficiency,24,MAE_minus_full,2.1262599407628757e-05,0.020170970749166666,0.020149708149759037,history_L32,1.0,827,3.0
CS2_35,Group_DischargeIC,24,MAE_minus_full,0.000667573716033841,0.02081728186579288,0.020149708149759037,history_L32,1.0,827,1.0
CS2_36,Group_CC,24,MAE_minus_full,0.0005139918231644135,0.024275795071587784,0.02376180324842337,history_L32,1.0,918,1.0
CS2_36,Group_CV,24,MAE_minus_full,5.188580173197399e-05,0.023813689050155344,0.02376180324842337,history_L32,1.0,918,4.0
CS2_36,Group_EnergyEfficiency,24,MAE_minus_full,0.00013424938975569942,0.02389605263817907,0.02376180324842337,history_L32,1.0,918,3.0
CS2_36,Group_DischargeIC,24,MAE_minus_full,0.0001452878162173342,0.023907091064640704,0.02376180324842337,history_L32,1.0,918,2.0
CS2_37,Group_CC,24,MAE_minus_full,0.00039175068759473783,0.02102064226197465,0.02062889157437991,history_L32,1.0,983,1.0
CS2_37,Group_CV,24,MAE_minus_full,2.9083705683462246e-05,0.020657975280063374,0.02062889157437991,history_L32,1.0,983,3.0
CS2_37,Group_EnergyEfficiency,24,MAE_minus_full,0.00015642539694103036,0.020785316971320942,0.02062889157437991,history_L32,1.0,983,2.0
CS2_37,Group_DischargeIC,24,MAE_minus_full,-0.0002849187565524061,0.020343972817827505,0.02062889157437991,history_L32,1.0,983,4.0
CS2_38,Group_CC,24,MAE_minus_full,0.0006442033464501076,0.020225137133277084,0.019580933786826977,history_L32,1.0,973,2.0
CS2_38,Group_CV,24,MAE_minus_full,-0.00046521505534883115,0.019115718731478146,0.019580933786826977,history_L32,1.0,973,4.0
CS2_38,Group_EnergyEfficiency,24,MAE_minus_full,0.0002370879696252104,0.019818021756452187,0.019580933786826977,history_L32,1.0,973,3.0
CS2_38,Group_DischargeIC,24,MAE_minus_full,0.0008850782802290215,0.020466012067056,0.019580933786826977,history_L32,1.0,973,1.0
CS2_35,Group_CC,32,MAE_minus_full,0.0001053108809700061,0.022299163392228913,0.022193852511258907,history_L32,1.0,819,2.0
CS2_35,Group_CV,32,MAE_minus_full,-3.4954230639337724e-05,0.02215889828061957,0.022193852511258907,history_L32,1.0,819,4.0
CS2_35,Group_EnergyEfficiency,32,MAE_minus_full,-4.037336871619279e-06,0.022189815174387287,0.022193852511258907,history_L32,1.0,819,3.0
CS2_35,Group_DischargeIC,32,MAE_minus_full,0.0007845193031032933,0.0229783718143622,0.022193852511258907,history_L32,1.0,819,1.0
CS2_36,Group_CC,32,MAE_minus_full,0.00037051837054989656,0.02560937022850256,0.025238851857952663,history_L32,1.0,910,1.0
CS2_36,Group_CV,32,MAE_minus_full,0.00013157977991027497,0.02537043163786294,0.025238851857952663,history_L32,1.0,910,3.0
CS2_36,Group_EnergyEfficiency,32,MAE_minus_full,0.00020935300647097546,0.02544820486442364,0.025238851857952663,history_L32,1.0,910,2.0
CS2_36,Group_DischargeIC,32,MAE_minus_full,8.557331205103283e-05,0.025324425170003696,0.025238851857952663,history_L32,1.0,910,4.0
CS2_37,Group_CC,32,MAE_minus_full,0.00031013438723697176,0.02294913457594648,0.02263900018870951,history_L32,1.0,975,1.0
CS2_37,Group_CV,32,MAE_minus_full,-3.14526571125566e-05,0.022607547531596953,0.02263900018870951,history_L32,1.0,975,3.0
CS2_37,Group_EnergyEfficiency,32,MAE_minus_full,0.0001647112915769272,0.022803711480286436,0.02263900018870951,history_L32,1.0,975,2.0
CS2_37,Group_DischargeIC,32,MAE_minus_full,-0.00044419639404587666,0.022194803794663633,0.02263900018870951,history_L32,1.0,975,4.0
CS2_38,Group_CC,32,MAE_minus_full,0.0006706893066999245,0.02234773051336677,0.021677041206666844,history_L32,1.0,965,2.0
CS2_38,Group_CV,32,MAE_minus_full,-0.0005063595545842549,0.02117068165208259,0.021677041206666844,history_L32,1.0,965,4.0
CS2_38,Group_EnergyEfficiency,32,MAE_minus_full,0.0004165806671075807,0.022093621873774425,0.021677041206666844,history_L32,1.0,965,3.0
CS2_38,Group_DischargeIC,32,MAE_minus_full,0.0009941876120442214,0.022671228818711066,0.021677041206666844,history_L32,1.0,965,1.0
CS2_35,Group_CC,48,MAE_minus_full,0.00012709781234068046,0.024532901825469505,0.024405804013128824,history_L32,1.0,803,2.0
CS2_35,Group_CV,48,MAE_minus_full,-4.337915275593601e-05,0.024362424860372888,0.024405804013128824,history_L32,1.0,803,4.0
CS2_35,Group_EnergyEfficiency,48,MAE_minus_full,-2.916939120292325e-05,0.0243766346219259,0.024405804013128824,history_L32,1.0,803,3.0
CS2_35,Group_DischargeIC,48,MAE_minus_full,0.0006093524500340383,0.025015156463162862,0.024405804013128824,history_L32,1.0,803,1.0
CS2_36,Group_CC,48,MAE_minus_full,0.0004270691818659862,0.028547287739566368,0.02812021855770038,history_L32,1.0,894,1.0
CS2_36,Group_CV,48,MAE_minus_full,7.174484335574147e-05,0.028191963401056123,0.02812021855770038,history_L32,1.0,894,3.0
CS2_36,Group_EnergyEfficiency,48,MAE_minus_full,0.00017168864214724827,0.02829190719984763,0.02812021855770038,history_L32,1.0,894,2.0
CS2_36,Group_DischargeIC,48,MAE_minus_full,-0.00023925037159501505,0.027880968186105366,0.02812021855770038,history_L32,1.0,894,4.0
CS2_37,Group_CC,48,MAE_minus_full,0.00034007896980154523,0.024382794532839563,0.024042715563038018,history_L32,1.0,959,1.0
CS2_37,Group_CV,48,MAE_minus_full,-9.707241797742017e-05,0.023945643145060598,0.024042715563038018,history_L32,1.0,959,3.0
CS2_37,Group_EnergyEfficiency,48,MAE_minus_full,0.0001543301120709474,0.024197045675108966,0.024042715563038018,history_L32,1.0,959,2.0
CS2_37,Group_DischargeIC,48,MAE_minus_full,-0.0006036897623687872,0.02343902580066923,0.024042715563038018,history_L32,1.0,959,4.0
CS2_38,Group_CC,48,MAE_minus_full,0.0008055021017568699,0.024486076025668827,0.023680573923911957,history_L32,1.0,949,1.0
CS2_38,Group_CV,48,MAE_minus_full,-0.0010289219128188087,0.02265165201109315,0.023680573923911957,history_L32,1.0,949,4.0
CS2_38,Group_EnergyEfficiency,48,MAE_minus_full,0.0004725466062087541,0.02415312053012071,0.023680573923911957,history_L32,1.0,949,3.0
CS2_38,Group_DischargeIC,48,MAE_minus_full,0.0005920366976176379,0.024272610621529595,0.023680573923911957,history_L32,1.0,949,2.0
CS2_35,Group_CC,64,MAE_minus_full,-8.633169063450644e-05,0.02712206932287471,0.027208401013509218,history_L32,1.0,787,3.0
CS2_35,Group_CV,64,MAE_minus_full,0.00013345699503622757,0.027341858008545446,0.027208401013509218,history_L32,1.0,787,2.0
CS2_35,Group_EnergyEfficiency,64,MAE_minus_full,-0.00010838204770994425,0.027100018965799274,0.027208401013509218,history_L32,1.0,787,4.0
CS2_35,Group_DischargeIC,64,MAE_minus_full,0.001102629554182135,0.028311030567691353,0.027208401013509218,history_L32,1.0,787,1.0
CS2_36,Group_CC,64,MAE_minus_full,0.00036967008497998735,0.03138952736021759,0.031019857275237605,history_L32,1.0,878,1.0
CS2_36,Group_CV,64,MAE_minus_full,0.000123475124851051,0.031143332400088656,0.031019857275237605,history_L32,1.0,878,3.0
CS2_36,Group_EnergyEfficiency,64,MAE_minus_full,0.0002159090447838366,0.03123576632002144,0.031019857275237605,history_L32,1.0,878,2.0
CS2_36,Group_DischargeIC,64,MAE_minus_full,-0.0004546097606983046,0.0305652475145393,0.031019857275237605,history_L32,1.0,878,4.0
CS2_37,Group_CC,64,MAE_minus_full,0.00037302163316670425,0.024720556052035356,0.024347534418868652,history_L32,1.0,943,1.0
CS2_37,Group_CV,64,MAE_minus_full,0.00020192360431967385,0.024549458023188326,0.024347534418868652,history_L32,1.0,943,4.0
CS2_37,Group_EnergyEfficiency,64,MAE_minus_full,0.0002036120457919767,0.02455114646466063,0.024347534418868652,history_L32,1.0,943,3.0
CS2_37,Group_DischargeIC,64,MAE_minus_full,0.00023771227094540257,0.024585246689814055,0.024347534418868652,history_L32,1.0,943,2.0
CS2_38,Group_CC,64,MAE_minus_full,0.00041418848705451067,0.025872308725100986,0.025458120238046476,history_L32,1.0,933,2.0
CS2_38,Group_CV,64,MAE_minus_full,-0.0015558268755326045,0.02390229336251387,0.025458120238046476,history_L32,1.0,933,4.0
CS2_38,Group_EnergyEfficiency,64,MAE_minus_full,0.0004996481462912275,0.025957768384337703,0.025458120238046476,history_L32,1.0,933,1.0
CS2_38,Group_DischargeIC,64,MAE_minus_full,0.00037349898717086577,0.02583161922521734,0.025458120238046476,history_L32,1.0,933,3.0
